date,pool_name,blocks_mined,share
2023-08-28,Mara Pool,2,0.01694915254237288
2023-08-28,BTC M4,1,0.00847457627118644
2023-08-28,BTC.com,1,0.00847457627118644
2023-08-28,Foundry USA,40,0.3389830508474576
2023-08-28,AntPool,17,0.1440677966101695
2023-08-28,Binance Pool,9,0.07627118644067797
2023-08-29,Braiins Pool,2,0.012658227848101266
2023-08-29,Mara Pool,3,0.0189873417721519
2023-08-29,F2Pool,24,0.1518987341772152
2023-08-29,Foundry USA,54,0.34177215189873417
2023-08-29,Ultimus,1,0.006329113924050633
2023-08-29,SBI Crypto,4,0.02531645569620253
2023-08-29,Poolin,1,0.006329113924050633
2023-08-29,BTC M4,2,0.012658227848101266
2023-08-29,ViaBTC,12,0.0759493670886076
2023-08-29,AntPool,30,0.189873417721519
2023-08-29,Binance Pool,12,0.0759493670886076
2023-08-29,Unknown,13,0.08227848101265822
2023-08-30,F2Pool,12,0.09523809523809523
2023-08-30,Binance Pool,14,0.1111111111111111
2023-08-30,Unknown,7,0.05555555555555555
2023-08-30,Mara Pool,5,0.03968253968253968
2023-08-30,ViaBTC,11,0.0873015873015873
2023-08-30,AntPool,28,0.2222222222222222
2023-08-30,Braiins Pool,1,0.007936507936507936
2023-08-30,BTC M4,2,0.015873015873015872
2023-08-30,SBI Crypto,3,0.023809523809523808
2023-08-30,Poolin,5,0.03968253968253968
2023-08-30,Foundry USA,38,0.30158730158730157
2023-08-31,Foundry USA,41,0.2847222222222222
2023-08-31,Unknown,13,0.09027777777777778
2023-08-31,Binance Pool,17,0.11805555555555555
2023-08-31,Poolin,2,0.013888888888888888
2023-08-31,SBI Crypto,3,0.020833333333333332
2023-08-31,F2Pool,19,0.13194444444444445
2023-08-31,Mara Pool,3,0.020833333333333332
2023-08-31,ViaBTC,12,0.08333333333333333
2023-08-31,AntPool,32,0.2222222222222222
2023-08-31,Braiins Pool,2,0.013888888888888888
2023-09-01,SBI Crypto,1,0.006622516556291391
2023-09-01,Mara Pool,2,0.013245033112582781
2023-09-01,1THash,1,0.006622516556291391
2023-09-01,Poolin,1,0.006622516556291391
2023-09-01,F2Pool,23,0.152317880794702
2023-09-01,Braiins Pool,4,0.026490066225165563
2023-09-01,AntPool,32,0.2119205298013245
2023-09-01,Binance Pool,18,0.11920529801324503
2023-09-01,ViaBTC,10,0.06622516556291391
2023-09-01,Foundry USA,46,0.304635761589404
2023-09-01,BTC M4,2,0.013245033112582781
2023-09-01,Unknown,11,0.0728476821192053
2023-09-02,Foundry USA,44,0.2894736842105263
2023-09-02,ViaBTC,11,0.07236842105263158
2023-09-02,Braiins Pool,4,0.02631578947368421
2023-09-02,Mara Pool,6,0.039473684210526314
2023-09-02,BTC M4,2,0.013157894736842105
2023-09-02,SBI Crypto,3,0.019736842105263157
2023-09-02,Binance Pool,12,0.07894736842105263
2023-09-02,Ultimus,1,0.006578947368421052
2023-09-02,Unknown,12,0.07894736842105263
2023-09-02,F2Pool,20,0.13157894736842105
2023-09-02,AntPool,37,0.24342105263157895
2023-09-03,SBI Crypto,4,0.02531645569620253
2023-09-03,Foundry USA,52,0.3291139240506329
2023-09-03,Unknown,14,0.08860759493670886
2023-09-03,F2Pool,16,0.10126582278481013
2023-09-03,ViaBTC,15,0.0949367088607595
2023-09-03,Binance Pool,9,0.056962025316455694
2023-09-03,Braiins Pool,3,0.0189873417721519
2023-09-03,AntPool,35,0.22151898734177214
2023-09-03,BTC M4,4,0.02531645569620253
2023-09-03,Poolin,2,0.012658227848101266
2023-09-03,Mara Pool,4,0.02531645569620253
2023-09-04,SBI Crypto,5,0.03355704697986577
2023-09-04,Poolin,2,0.013422818791946308
2023-09-04,Braiins Pool,3,0.020134228187919462
2023-09-04,BTC M4,3,0.020134228187919462
2023-09-04,Unknown,9,0.06040268456375839
2023-09-04,ViaBTC,13,0.087248322147651
2023-09-04,F2Pool,16,0.10738255033557047
2023-09-04,Mara Pool,5,0.03355704697986577
2023-09-04,Binance Pool,15,0.10067114093959731
2023-09-04,AntPool,48,0.3221476510067114
2023-09-04,Ultimus,1,0.006711409395973154
2023-09-04,Foundry USA,29,0.19463087248322147
2023-09-05,Ultimus,1,0.008064516129032258
2023-09-05,Mara Pool,7,0.056451612903225805
2023-09-05,Braiins Pool,3,0.024193548387096774
2023-09-05,BTC M4,1,0.008064516129032258
2023-09-05,AntPool,27,0.21774193548387097
2023-09-05,ViaBTC,13,0.10483870967741936
2023-09-05,SBI Crypto,2,0.016129032258064516
2023-09-05,F2Pool,15,0.12096774193548387
2023-09-05,Foundry USA,35,0.28225806451612906
2023-09-05,Unknown,8,0.06451612903225806
2023-09-05,Binance Pool,12,0.0967741935483871
2023-09-06,AntPool,29,0.21481481481481482
2023-09-06,ViaBTC,24,0.17777777777777778
2023-09-06,SBI Crypto,3,0.022222222222222223
2023-09-06,F2Pool,24,0.17777777777777778
2023-09-06,Binance Pool,12,0.08888888888888889
2023-09-06,Foundry USA,30,0.2222222222222222
2023-09-06,Unknown,4,0.02962962962962963
2023-09-06,Mara Pool,4,0.02962962962962963
2023-09-06,Poolin,1,0.007407407407407408
2023-09-06,BTC M4,2,0.014814814814814815
2023-09-06,Braiins Pool,2,0.014814814814814815
2023-09-07,Mara Pool,3,0.02054794520547945
2023-09-07,SBI Crypto,2,0.0136986301369863
2023-09-07,Braiins Pool,4,0.0273972602739726
2023-09-07,Ultimus,1,0.00684931506849315
2023-09-07,ViaBTC,13,0.08904109589041095
2023-09-07,Foundry USA,45,0.3082191780821918
2023-09-07,Binance Pool,12,0.0821917808219178
2023-09-07,AntPool,33,0.22602739726027396
2023-09-07,Unknown,8,0.0547945205479452
2023-09-07,F2Pool,22,0.1506849315068493
2023-09-07,BTC M4,3,0.02054794520547945
2023-09-08,AntPool,36,0.2706766917293233
2023-09-08,SBI Crypto,2,0.015037593984962405
2023-09-08,Binance Pool,7,0.05263157894736842
2023-09-08,F2Pool,19,0.14285714285714285
2023-09-08,Poolin,1,0.007518796992481203
2023-09-08,ViaBTC,13,0.09774436090225563
2023-09-08,BTC M4,4,0.03007518796992481
2023-09-08,Unknown,6,0.045112781954887216
2023-09-08,Mara Pool,5,0.03759398496240601
2023-09-08,Braiins Pool,1,0.007518796992481203
2023-09-08,Foundry USA,39,0.2932330827067669
2023-09-09,1THash,1,0.006622516556291391
2023-09-09,SBI Crypto,1,0.006622516556291391
2023-09-09,Braiins Pool,3,0.019867549668874173
2023-09-09,BTC M4,1,0.006622516556291391
2023-09-09,Unknown,11,0.0728476821192053
2023-09-09,Foundry USA,53,0.3509933774834437
2023-09-09,Binance Pool,9,0.059602649006622516
2023-09-09,Mara Pool,4,0.026490066225165563
2023-09-09,AntPool,40,0.26490066225165565
2023-09-09,ViaBTC,10,0.06622516556291391
2023-09-09,F2Pool,18,0.11920529801324503
2023-09-10,F2Pool,12,0.08163265306122448
2023-09-10,Braiins Pool,2,0.013605442176870748
2023-09-10,Binance Pool,12,0.08163265306122448
2023-09-10,ViaBTC,18,0.12244897959183673
2023-09-10,Foundry USA,48,0.32653061224489793
2023-09-10,AntPool,31,0.2108843537414966
2023-09-10,Unknown,12,0.08163265306122448
2023-09-10,Mara Pool,6,0.04081632653061224
2023-09-10,SBI Crypto,3,0.02040816326530612
2023-09-10,Poolin,1,0.006802721088435374
2023-09-10,Ultimus,2,0.013605442176870748
2023-09-11,AntPool,34,0.2138364779874214
2023-09-11,SBI Crypto,3,0.018867924528301886
2023-09-11,Ultimus,2,0.012578616352201259
2023-09-11,Mara Pool,5,0.031446540880503145
2023-09-11,Binance Pool,8,0.050314465408805034
2023-09-11,Poolin,3,0.018867924528301886
2023-09-11,BTC M4,1,0.006289308176100629
2023-09-11,Unknown,15,0.09433962264150944
2023-09-11,F2Pool,27,0.16981132075471697
2023-09-11,ViaBTC,18,0.11320754716981132
2023-09-11,Foundry USA,43,0.27044025157232704
2023-09-12,F2Pool,18,0.1276595744680851
2023-09-12,Foundry USA,45,0.3191489361702128
2023-09-12,Mara Pool,5,0.03546099290780142
2023-09-12,AntPool,32,0.22695035460992907
2023-09-12,Binance Pool,14,0.09929078014184398
2023-09-12,SBI Crypto,3,0.02127659574468085
2023-09-12,ViaBTC,10,0.07092198581560284
2023-09-12,Poolin,1,0.0070921985815602835
2023-09-12,Unknown,7,0.04964539007092199
2023-09-12,BTC M4,3,0.02127659574468085
2023-09-12,Braiins Pool,2,0.014184397163120567
2023-09-12,Ultimus,1,0.0070921985815602835
2023-09-13,Unknown,11,0.07482993197278912
2023-09-13,Foundry USA,49,0.3333333333333333
2023-09-13,Braiins Pool,2,0.013605442176870748
2023-09-13,BTC M4,1,0.006802721088435374
2023-09-13,AntPool,28,0.19047619047619047
2023-09-13,Binance Pool,10,0.06802721088435375
2023-09-13,Mara Pool,3,0.02040816326530612
2023-09-13,Poolin,1,0.006802721088435374
2023-09-13,ViaBTC,13,0.08843537414965986
2023-09-13,SBI Crypto,4,0.027210884353741496
2023-09-13,F2Pool,25,0.17006802721088435
2023-09-14,Binance Pool,13,0.08024691358024691
2023-09-14,ViaBTC,20,0.12345679012345678
2023-09-14,AntPool,36,0.2222222222222222
2023-09-14,Foundry USA,56,0.345679012345679
2023-09-14,Poolin,2,0.012345679012345678
2023-09-14,Braiins Pool,4,0.024691358024691357
2023-09-14,Unknown,7,0.043209876543209874
2023-09-14,SBI Crypto,5,0.030864197530864196
2023-09-14,F2Pool,11,0.06790123456790123
2023-09-14,Mara Pool,8,0.04938271604938271
2023-09-15,Binance Pool,14,0.07446808510638298
2023-09-15,AntPool,51,0.2712765957446808
2023-09-15,Poolin,3,0.015957446808510637
2023-09-15,Unknown,11,0.05851063829787234
2023-09-15,Braiins Pool,2,0.010638297872340425
2023-09-15,Mara Pool,14,0.07446808510638298
2023-09-15,SBI Crypto,2,0.010638297872340425
2023-09-15,Foundry USA,47,0.25
2023-09-15,F2Pool,23,0.12234042553191489
2023-09-15,ViaBTC,19,0.10106382978723404
2023-09-15,BTC M4,2,0.010638297872340425
2023-09-16,ViaBTC,12,0.07741935483870968
2023-09-16,F2Pool,15,0.0967741935483871
2023-09-16,Foundry USA,39,0.25161290322580643
2023-09-16,SBI Crypto,6,0.03870967741935484
2023-09-16,Binance Pool,14,0.09032258064516129
2023-09-16,Mara Pool,10,0.06451612903225806
2023-09-16,Poolin,2,0.012903225806451613
2023-09-16,BTC M4,2,0.012903225806451613
2023-09-16,AntPool,46,0.2967741935483871
2023-09-16,Ultimus,1,0.0064516129032258064
2023-09-16,Unknown,5,0.03225806451612903
2023-09-16,Braiins Pool,3,0.01935483870967742
2023-09-17,BTC M4,1,0.006711409395973154
2023-09-17,Mara Pool,9,0.06040268456375839
2023-09-17,ViaBTC,19,0.12751677852348994
2023-09-17,Braiins Pool,3,0.020134228187919462
2023-09-17,AntPool,35,0.2348993288590604
2023-09-17,F2Pool,17,0.11409395973154363
2023-09-17,Foundry USA,40,0.2684563758389262
2023-09-17,SBI Crypto,3,0.020134228187919462
2023-09-17,Poolin,2,0.013422818791946308
2023-09-17,Unknown,9,0.06040268456375839
2023-09-17,Binance Pool,11,0.0738255033557047
2023-09-18,Braiins Pool,1,0.00641025641025641
2023-09-18,BTC M4,1,0.00641025641025641
2023-09-18,Poolin,1,0.00641025641025641
2023-09-18,Ultimus,1,0.00641025641025641
2023-09-18,Mara Pool,6,0.038461538461538464
2023-09-18,AntPool,34,0.21794871794871795
2023-09-18,Binance Pool,16,0.10256410256410256
2023-09-18,F2Pool,27,0.17307692307692307
2023-09-18,ViaBTC,17,0.10897435897435898
2023-09-18,Foundry USA,40,0.2564102564102564
2023-09-18,SBI Crypto,2,0.01282051282051282
2023-09-18,Unknown,10,0.0641025641025641
2023-09-19,ViaBTC,14,0.10071942446043165
2023-09-19,Unknown,7,0.050359712230215826
2023-09-19,SBI Crypto,2,0.014388489208633094
2023-09-19,BTC M4,4,0.02877697841726619
2023-09-19,Mara Pool,3,0.02158273381294964
2023-09-19,F2Pool,19,0.1366906474820144
2023-09-19,Binance Pool,8,0.05755395683453238
2023-09-19,Foundry USA,52,0.37410071942446044
2023-09-19,AntPool,30,0.2158273381294964
2023-09-20,Braiins Pool,2,0.0136986301369863
2023-09-20,ViaBTC,15,0.10273972602739725
2023-09-20,Foundry USA,39,0.2671232876712329
2023-09-20,Mara Pool,9,0.06164383561643835
2023-09-20,Ultimus,1,0.00684931506849315
2023-09-20,Binance Pool,15,0.10273972602739725
2023-09-20,SBI Crypto,1,0.00684931506849315
2023-09-20,AntPool,36,0.2465753424657534
2023-09-20,BTC M4,2,0.0136986301369863
2023-09-20,F2Pool,18,0.1232876712328767
2023-09-20,Unknown,8,0.0547945205479452
2023-09-21,Ultimus,2,0.014492753623188406
2023-09-21,ViaBTC,11,0.07971014492753623
2023-09-21,Unknown,7,0.050724637681159424
2023-09-21,BTC M4,1,0.007246376811594203
2023-09-21,SBI Crypto,4,0.028985507246376812
2023-09-21,Poolin,2,0.014492753623188406
2023-09-21,F2Pool,21,0.15217391304347827
2023-09-21,Binance Pool,11,0.07971014492753623
2023-09-21,AntPool,32,0.2318840579710145
2023-09-21,Mara Pool,11,0.07971014492753623
2023-09-21,Foundry USA,36,0.2608695652173913
2023-09-22,Binance Pool,12,0.09302325581395349
2023-09-22,Unknown,7,0.05426356589147287
2023-09-22,Foundry USA,38,0.29457364341085274
2023-09-22,Mara Pool,6,0.046511627906976744
2023-09-22,Braiins Pool,2,0.015503875968992248
2023-09-22,ViaBTC,17,0.13178294573643412
2023-09-22,F2Pool,16,0.12403100775193798
2023-09-22,AntPool,31,0.24031007751937986
2023-09-23,AntPool,42,0.2692307692307692
2023-09-23,BTC M4,1,0.00641025641025641
2023-09-23,Braiins Pool,3,0.019230769230769232
2023-09-23,Binance Pool,7,0.04487179487179487
2023-09-23,Mara Pool,9,0.057692307692307696
2023-09-23,ViaBTC,19,0.12179487179487179
2023-09-23,F2Pool,19,0.12179487179487179
2023-09-23,Foundry USA,38,0.24358974358974358
2023-09-23,SBI Crypto,7,0.04487179487179487
2023-09-23,Unknown,11,0.07051282051282051
2023-09-24,AntPool,36,0.2465753424657534
2023-09-24,Ultimus,1,0.00684931506849315
2023-09-24,Poolin,1,0.00684931506849315
2023-09-24,SBI Crypto,5,0.03424657534246575
2023-09-24,Mara Pool,5,0.03424657534246575
2023-09-24,Braiins Pool,4,0.0273972602739726
2023-09-24,F2Pool,15,0.10273972602739725
2023-09-24,Binance Pool,11,0.07534246575342465
2023-09-24,ViaBTC,19,0.13013698630136986
2023-09-24,Unknown,5,0.03424657534246575
2023-09-24,Foundry USA,44,0.3013698630136986
2023-09-25,Foundry USA,44,0.30344827586206896
2023-09-25,Mara Pool,7,0.04827586206896552
2023-09-25,Binance Pool,11,0.07586206896551724
2023-09-25,F2Pool,14,0.09655172413793103
2023-09-25,ViaBTC,14,0.09655172413793103
2023-09-25,Braiins Pool,2,0.013793103448275862
2023-09-25,AntPool,38,0.2620689655172414
2023-09-25,Unknown,9,0.06206896551724138
2023-09-25,SBI Crypto,3,0.020689655172413793
2023-09-25,Poolin,1,0.006896551724137931
2023-09-25,Ultimus,2,0.013793103448275862
2023-09-26,Poolin,2,0.014705882352941176
2023-09-26,ViaBTC,11,0.08088235294117647
2023-09-26,Binance Pool,10,0.07352941176470588
2023-09-26,Foundry USA,48,0.35294117647058826
2023-09-26,BTC M4,3,0.022058823529411766
2023-09-26,SBI Crypto,4,0.029411764705882353
2023-09-26,F2Pool,11,0.08088235294117647
2023-09-26,Mara Pool,5,0.03676470588235294
2023-09-26,Ultimus,2,0.014705882352941176
2023-09-26,Unknown,5,0.03676470588235294
2023-09-26,AntPool,35,0.25735294117647056
2023-09-27,F2Pool,24,0.15286624203821655
2023-09-27,ViaBTC,15,0.09554140127388536
2023-09-27,Poolin,2,0.012738853503184714
2023-09-27,AntPool,26,0.16560509554140126
2023-09-27,Unknown,14,0.08917197452229299
2023-09-27,1THash,1,0.006369426751592357
2023-09-27,Binance Pool,14,0.08917197452229299
2023-09-27,Foundry USA,45,0.28662420382165604
2023-09-27,BTC.com,1,0.006369426751592357
2023-09-27,Ultimus,1,0.006369426751592357
2023-09-27,SBI Crypto,3,0.01910828025477707
2023-09-27,Mara Pool,9,0.05732484076433121
2023-09-27,Braiins Pool,2,0.012738853503184714
2023-09-28,AntPool,30,0.2054794520547945
2023-09-28,ViaBTC,14,0.0958904109589041
2023-09-28,Poolin,2,0.0136986301369863
2023-09-28,Binance Pool,11,0.07534246575342465
2023-09-28,Mara Pool,4,0.0273972602739726
2023-09-28,SBI Crypto,3,0.02054794520547945
2023-09-28,Unknown,7,0.04794520547945205
2023-09-28,Ultimus,2,0.0136986301369863
2023-09-28,BTC M4,2,0.0136986301369863
2023-09-28,1THash,1,0.00684931506849315
2023-09-28,Foundry USA,47,0.3219178082191781
2023-09-28,F2Pool,21,0.14383561643835616
2023-09-28,Braiins Pool,2,0.0136986301369863
2023-09-29,Poolin,1,0.006802721088435374
2023-09-29,AntPool,35,0.23809523809523808
2023-09-29,Unknown,10,0.06802721088435375
2023-09-29,ViaBTC,21,0.14285714285714285
2023-09-29,Binance Pool,11,0.07482993197278912
2023-09-29,F2Pool,16,0.10884353741496598
2023-09-29,Mara Pool,1,0.006802721088435374
2023-09-29,SBI Crypto,3,0.02040816326530612
2023-09-29,Foundry USA,49,0.3333333333333333
2023-09-30,AntPool,23,0.16666666666666666
2023-09-30,F2Pool,16,0.11594202898550725
2023-09-30,Mara Pool,13,0.09420289855072464
2023-09-30,ViaBTC,15,0.10869565217391304
2023-09-30,Binance Pool,7,0.050724637681159424
2023-09-30,Ultimus,3,0.021739130434782608
2023-09-30,SBI Crypto,4,0.028985507246376812
2023-09-30,Braiins Pool,2,0.014492753623188406
2023-09-30,BTC M4,5,0.036231884057971016
2023-09-30,Foundry USA,45,0.32608695652173914
2023-09-30,Unknown,5,0.036231884057971016
2023-10-01,BTC M4,3,0.02127659574468085
2023-10-01,ViaBTC,12,0.0851063829787234
2023-10-01,Unknown,8,0.05673758865248227
2023-10-01,Binance Pool,7,0.04964539007092199
2023-10-01,Foundry USA,42,0.2978723404255319
2023-10-01,Mara Pool,6,0.0425531914893617
2023-10-01,Braiins Pool,3,0.02127659574468085
2023-10-01,SBI Crypto,1,0.0070921985815602835
2023-10-01,AntPool,38,0.2695035460992908
2023-10-01,F2Pool,21,0.14893617021276595
2023-10-02,Foundry USA,46,0.2929936305732484
2023-10-02,F2Pool,21,0.1337579617834395
2023-10-02,ViaBTC,24,0.15286624203821655
2023-10-02,SBI Crypto,5,0.03184713375796178
2023-10-02,Braiins Pool,5,0.03184713375796178
2023-10-02,Mara Pool,6,0.03821656050955414
2023-10-02,BTC.com,1,0.006369426751592357
2023-10-02,Unknown,8,0.050955414012738856
2023-10-02,Poolin,1,0.006369426751592357
2023-10-02,Binance Pool,6,0.03821656050955414
2023-10-02,BTC M4,1,0.006369426751592357
2023-10-02,AntPool,33,0.21019108280254778
2023-10-03,Foundry USA,49,0.29878048780487804
2023-10-03,AntPool,52,0.3170731707317073
2023-10-03,ViaBTC,15,0.09146341463414634
2023-10-03,Binance Pool,11,0.06707317073170732
2023-10-03,Unknown,10,0.06097560975609756
2023-10-03,Mara Pool,4,0.024390243902439025
2023-10-03,SBI Crypto,2,0.012195121951219513
2023-10-03,Braiins Pool,1,0.006097560975609756
2023-10-03,1THash,1,0.006097560975609756
2023-10-03,BTC M4,1,0.006097560975609756
2023-10-03,F2Pool,18,0.10975609756097561
2023-10-04,Unknown,3,0.022900763358778626
2023-10-04,Foundry USA,47,0.35877862595419846
2023-10-04,F2Pool,13,0.09923664122137404
2023-10-04,ViaBTC,15,0.11450381679389313
2023-10-04,Binance Pool,11,0.08396946564885496
2023-10-04,AntPool,30,0.22900763358778625
2023-10-04,Ultimus,2,0.015267175572519083
2023-10-04,Mara Pool,5,0.03816793893129771
2023-10-04,Braiins Pool,3,0.022900763358778626
2023-10-04,SBI Crypto,2,0.015267175572519083
2023-10-05,SBI Crypto,2,0.014184397163120567
2023-10-05,Ultimus,1,0.0070921985815602835
2023-10-05,BTC M4,1,0.0070921985815602835
2023-10-05,Foundry USA,29,0.20567375886524822
2023-10-05,Binance Pool,17,0.12056737588652482
2023-10-05,F2Pool,19,0.1347517730496454
2023-10-05,AntPool,42,0.2978723404255319
2023-10-05,Mara Pool,4,0.028368794326241134
2023-10-05,Unknown,7,0.04964539007092199
2023-10-05,Braiins Pool,2,0.014184397163120567
2023-10-05,ViaBTC,17,0.12056737588652482
2023-10-06,F2Pool,24,0.15
2023-10-06,Unknown,9,0.05625
2023-10-06,Mara Pool,9,0.05625
2023-10-06,BTC M4,1,0.00625
2023-10-06,Poolin,3,0.01875
2023-10-06,Ultimus,2,0.0125
2023-10-06,ViaBTC,18,0.1125
2023-10-06,Braiins Pool,1,0.00625
2023-10-06,Binance Pool,13,0.08125
2023-10-06,Foundry USA,38,0.2375
2023-10-06,AntPool,42,0.2625
2023-10-07,Foundry USA,45,0.2631578947368421
2023-10-07,Poolin,4,0.023391812865497075
2023-10-07,Binance Pool,8,0.04678362573099415
2023-10-07,Mara Pool,8,0.04678362573099415
2023-10-07,Braiins Pool,2,0.011695906432748537
2023-10-07,BTC.com,1,0.005847953216374269
2023-10-07,F2Pool,18,0.10526315789473684
2023-10-07,BTC M4,4,0.023391812865497075
2023-10-07,SBI Crypto,4,0.023391812865497075
2023-10-07,AntPool,48,0.2807017543859649
2023-10-07,Unknown,13,0.07602339181286549
2023-10-07,ViaBTC,16,0.0935672514619883
2023-10-08,SBI Crypto,1,0.006756756756756757
2023-10-08,Binance Pool,10,0.06756756756756757
2023-10-08,BTC M4,1,0.006756756756756757
2023-10-08,BTC.com,1,0.006756756756756757
2023-10-08,Ultimus,1,0.006756756756756757
2023-10-08,Poolin,1,0.006756756756756757
2023-10-08,Braiins Pool,5,0.033783783783783786
2023-10-08,Mara Pool,4,0.02702702702702703
2023-10-08,ViaBTC,17,0.11486486486486487
2023-10-08,Foundry USA,45,0.30405405405405406
2023-10-08,AntPool,37,0.25
2023-10-08,F2Pool,18,0.12162162162162163
2023-10-08,Unknown,7,0.0472972972972973
2023-10-09,Binance Pool,17,0.10897435897435898
2023-10-09,Mara Pool,6,0.038461538461538464
2023-10-09,Unknown,7,0.04487179487179487
2023-10-09,Ultimus,1,0.00641025641025641
2023-10-09,SBI Crypto,4,0.02564102564102564
2023-10-09,F2Pool,19,0.12179487179487179
2023-10-09,AntPool,36,0.23076923076923078
2023-10-09,Braiins Pool,2,0.01282051282051282
2023-10-09,Poolin,2,0.01282051282051282
2023-10-09,ViaBTC,19,0.12179487179487179
2023-10-09,Foundry USA,43,0.27564102564102566
2023-10-10,Unknown,10,0.06172839506172839
2023-10-10,Poolin,1,0.006172839506172839
2023-10-10,SBI Crypto,3,0.018518518518518517
2023-10-10,Binance Pool,14,0.08641975308641975
2023-10-10,ViaBTC,17,0.10493827160493827
2023-10-10,Mara Pool,8,0.04938271604938271
2023-10-10,Ultimus,2,0.012345679012345678
2023-10-10,AntPool,39,0.24074074074074073
2023-10-10,Foundry USA,43,0.2654320987654321
2023-10-10,F2Pool,25,0.15432098765432098
2023-10-11,Braiins Pool,1,0.00625
2023-10-11,SBI Crypto,4,0.025
2023-10-11,Mara Pool,8,0.05
2023-10-11,Foundry USA,45,0.28125
2023-10-11,Unknown,7,0.04375
2023-10-11,AntPool,56,0.35
2023-10-11,ViaBTC,11,0.06875
2023-10-11,F2Pool,18,0.1125
2023-10-11,Binance Pool,10,0.0625
2023-10-12,ViaBTC,23,0.1393939393939394
2023-10-12,Poolin,3,0.01818181818181818
2023-10-12,SBI Crypto,4,0.024242424242424242
2023-10-12,Unknown,10,0.06060606060606061
2023-10-12,F2Pool,12,0.07272727272727272
2023-10-12,Ultimus,2,0.012121212121212121
2023-10-12,Foundry USA,56,0.3393939393939394
2023-10-12,AntPool,38,0.23030303030303031
2023-10-12,Mara Pool,3,0.01818181818181818
2023-10-12,Binance Pool,14,0.08484848484848485
2023-10-13,Braiins Pool,1,0.007246376811594203
2023-10-13,BTC M4,1,0.007246376811594203
2023-10-13,Unknown,6,0.043478260869565216
2023-10-13,Ultimus,1,0.007246376811594203
2023-10-13,BTC.com,1,0.007246376811594203
2023-10-13,ViaBTC,14,0.10144927536231885
2023-10-13,AntPool,37,0.26811594202898553
2023-10-13,Poolin,2,0.014492753623188406
2023-10-13,F2Pool,11,0.07971014492753623
2023-10-13,Foundry USA,45,0.32608695652173914
2023-10-13,SBI Crypto,3,0.021739130434782608
2023-10-13,Binance Pool,9,0.06521739130434782
2023-10-13,Mara Pool,7,0.050724637681159424
2023-10-14,Foundry USA,49,0.3356164383561644
2023-10-14,Ultimus,1,0.00684931506849315
2023-10-14,Binance Pool,6,0.0410958904109589
2023-10-14,Unknown,6,0.0410958904109589
2023-10-14,ViaBTC,17,0.11643835616438356
2023-10-14,Braiins Pool,1,0.00684931506849315
2023-10-14,Poolin,1,0.00684931506849315
2023-10-14,F2Pool,21,0.14383561643835616
2023-10-14,BTC M4,1,0.00684931506849315
2023-10-14,AntPool,38,0.2602739726027397
2023-10-14,Mara Pool,5,0.03424657534246575
2023-10-15,BTC M4,2,0.011976047904191617
2023-10-15,1THash,1,0.005988023952095809
2023-10-15,Binance Pool,5,0.029940119760479042
2023-10-15,SBI Crypto,4,0.023952095808383235
2023-10-15,Poolin,4,0.023952095808383235
2023-10-15,F2Pool,22,0.1317365269461078
2023-10-15,Unknown,8,0.04790419161676647
2023-10-15,Mara Pool,4,0.023952095808383235
2023-10-15,Foundry USA,37,0.2215568862275449
2023-10-15,ViaBTC,29,0.17365269461077845
2023-10-15,AntPool,48,0.2874251497005988
2023-10-15,Braiins Pool,3,0.017964071856287425
2023-10-16,Foundry USA,43,0.3049645390070922
2023-10-16,AntPool,40,0.28368794326241137
2023-10-16,Binance Pool,6,0.0425531914893617
2023-10-16,Unknown,7,0.04964539007092199
2023-10-16,F2Pool,12,0.0851063829787234
2023-10-16,Braiins Pool,6,0.0425531914893617
2023-10-16,ViaBTC,18,0.1276595744680851
2023-10-16,SBI Crypto,2,0.014184397163120567
2023-10-16,Mara Pool,5,0.03546099290780142
2023-10-16,BTC M4,2,0.014184397163120567
2023-10-17,Unknown,14,0.08641975308641975
2023-10-17,F2Pool,17,0.10493827160493827
2023-10-17,Poolin,2,0.012345679012345678
2023-10-17,Foundry USA,59,0.36419753086419754
2023-10-17,SBI Crypto,3,0.018518518518518517
2023-10-17,Mara Pool,5,0.030864197530864196
2023-10-17,ViaBTC,13,0.08024691358024691
2023-10-17,BTC M4,3,0.018518518518518517
2023-10-17,Binance Pool,10,0.06172839506172839
2023-10-17,AntPool,35,0.21604938271604937
2023-10-17,Braiins Pool,1,0.006172839506172839
2023-10-18,Foundry USA,34,0.23448275862068965
2023-10-18,Binance Pool,11,0.07586206896551724
2023-10-18,Unknown,6,0.041379310344827586
2023-10-18,F2Pool,11,0.07586206896551724
2023-10-18,ViaBTC,15,0.10344827586206896
2023-10-18,BTC.com,5,0.034482758620689655
2023-10-18,Mara Pool,7,0.04827586206896552
2023-10-18,BTC M4,2,0.013793103448275862
2023-10-18,Poolin,5,0.034482758620689655
2023-10-18,AntPool,46,0.31724137931034485
2023-10-18,SBI Crypto,2,0.013793103448275862
2023-10-18,Braiins Pool,1,0.006896551724137931
2023-10-19,Foundry USA,36,0.2571428571428571
2023-10-19,AntPool,42,0.3
2023-10-19,Binance Pool,13,0.09285714285714286
2023-10-19,ViaBTC,11,0.07857142857142857
2023-10-19,BTC.com,3,0.02142857142857143
2023-10-19,Mara Pool,10,0.07142857142857142
2023-10-19,BTC M4,2,0.014285714285714285
2023-10-19,Unknown,7,0.05
