date,miner_id,pool_name,daily_share,cost_usd_per_day
2023-09-10,5,Binance Pool,0.0816326531,1141505.3540844428
2023-09-10,3,ViaBTC,0.1224489796,1712258.0304274925
2023-09-10,0,Foundry USA,0.3265306122,4566021.4135410842
2023-09-10,1,AntPool,0.2108843537,2948888.8294038237
2023-09-10,2,Unknown,0.0816326531,1141505.3540844428
2023-09-10,6,Mara Pool,0.0408163265,570752.6763430495
2023-09-10,7,SBI Crypto,0.0204081633,285376.3388706968
2023-09-10,10,Poolin,0.0068027211,95125.4462902323
2023-09-11,1,AntPool,0.2138364780,2974887.2013061061
2023-09-11,7,SBI Crypto,0.0188679245,262490.0467648925
2023-09-11,6,Mara Pool,0.0314465409,437483.4122022857
2023-09-11,5,Binance Pool,0.0503144654,699973.4589671782
2023-09-11,10,Poolin,0.0188679245,262490.0467648925
2023-09-11,11,BTC M4,0.0062893082,87496.6827186966
2023-09-11,2,Unknown,0.0943396226,1312450.2352156600
2023-09-11,4,F2Pool,0.1698113208,2362410.4250576245
2023-09-11,3,ViaBTC,0.1132075472,1574940.2833717496
2023-09-11,0,Foundry USA,0.2704402516,3762357.3429919812
2023-09-12,4,F2Pool,0.1276595745,1768242.2106904001
2023-09-12,0,Foundry USA,0.3191489362,4420605.5260334387
2023-09-12,6,Mara Pool,0.0354609929,491178.3916275906
2023-09-12,1,AntPool,0.2269503546,3143541.7069706288
2023-09-12,5,Binance Pool,0.0992907801,1375299.4962802292
2023-09-12,7,SBI Crypto,0.0212765957,294707.0344225051
2023-09-12,3,ViaBTC,0.0709219858,982356.7832551813
2023-09-12,10,Poolin,0.0070921986,98235.6786025427
2023-09-12,2,Unknown,0.0496453901,687649.7488326761
2023-09-12,11,BTC M4,0.0212765957,294707.0344225051
2023-09-12,8,Braiins Pool,0.0141843972,196471.3572050855
2023-09-13,2,Unknown,0.0748299320,1036485.8984651127
2023-09-13,0,Foundry USA,0.3333333333,4617073.5455675861
2023-09-13,8,Braiins Pool,0.0136054422,188451.9817909518
2023-09-13,11,BTC M4,0.0068027211,94225.9908954759
2023-09-13,1,AntPool,0.1904761905,2638327.7409179588
2023-09-13,5,Binance Pool,0.0680272109,942259.9075696367
2023-09-13,6,Mara Pool,0.0204081633,282677.9726864276
2023-09-13,10,Poolin,0.0068027211,94225.9908954759
2023-09-13,3,ViaBTC,0.0884353741,1224937.8788709424
2023-09-13,7,SBI Crypto,0.0272108844,376903.9635819035
2023-09-13,4,F2Pool,0.1700680272,2355649.7682315307
2023-09-14,5,Binance Pool,0.0802469136,1112200.3292753648
2023-09-14,3,ViaBTC,0.1234567901,1711077.4289081146
2023-09-14,1,AntPool,0.2222222222,3079939.3723118007
2023-09-14,0,Foundry USA,0.3456790123,4791016.8012199150
2023-09-14,10,Poolin,0.0123456790,171107.7427522142
2023-09-14,8,Braiins Pool,0.0246913580,342215.4855044283
2023-09-14,2,Unknown,0.0432098765,598877.0996327496
2023-09-14,7,SBI Crypto,0.0308641975,427769.3568805354
2023-09-14,4,F2Pool,0.0679012346,941092.5865231507
2023-09-14,6,Mara Pool,0.0493827160,684430.9710088567
2023-09-15,5,Binance Pool,0.0744680851,1034328.9488230940
2023-09-15,1,AntPool,0.2712765957,3767912.5989864948
2023-09-15,10,Poolin,0.0159574468,221641.9175057376
2023-09-15,2,Unknown,0.0585106383,812687.0313173565
2023-09-15,8,Braiins Pool,0.0106382979,147761.2788001437
2023-09-15,6,Mara Pool,0.0744680851,1034328.9488230940
2023-09-15,7,SBI Crypto,0.0106382979,147761.2788001437
2023-09-15,0,Foundry USA,0.2500000000,3472390.0427751634
2023-09-15,4,F2Pool,0.1223404255,1699254.7013403068
2023-09-15,3,ViaBTC,0.1010638298,1403732.1451289754
2023-09-15,11,BTC M4,0.0106382979,147761.2788001437
2023-09-16,3,ViaBTC,0.0774193548,1076318.0919196117
2023-09-16,4,F2Pool,0.0967741935,1345397.6148995142
2023-09-16,0,Foundry USA,0.2516129032,3498033.8001289819
2023-09-16,7,SBI Crypto,0.0387096774,538159.0459598058
2023-09-16,5,Binance Pool,0.0903225806,1255704.4405728800
2023-09-16,6,Mara Pool,0.0645161290,896931.7432663430
2023-09-16,10,Poolin,0.0129032258,179386.3486532686
2023-09-16,11,BTC M4,0.0129032258,179386.3486532686
2023-09-16,1,AntPool,0.2967741935,4125886.0204154220
2023-09-16,2,Unknown,0.0322580645,448465.8716331715
2023-09-16,8,Braiins Pool,0.0193548387,269079.5229799029
2023-09-17,11,BTC M4,0.0067114094,93566.9391730497
2023-09-17,6,Mara Pool,0.0604026846,842102.4525574477
2023-09-17,3,ViaBTC,0.1275167785,1777771.8428937981
2023-09-17,8,Braiins Pool,0.0201342282,280700.8175191493
2023-09-17,1,AntPool,0.2348993289,3274842.8696625941
2023-09-17,4,F2Pool,0.1140939597,1590637.9645476984
2023-09-17,0,Foundry USA,0.2684563758,3742677.5641336949
2023-09-17,7,SBI Crypto,0.0201342282,280700.8175191493
2023-09-17,10,Poolin,0.0134228188,187133.8783460995
2023-09-17,2,Unknown,0.0604026846,842102.4525574477
2023-09-17,5,Binance Pool,0.0738255034,1029236.3309035474
2023-09-18,8,Braiins Pool,0.0064102564,89477.8308857074
2023-09-18,11,BTC M4,0.0064102564,89477.8308857074
2023-09-18,10,Poolin,0.0064102564,89477.8308857074
2023-09-18,6,Mara Pool,0.0384615385,536866.9867100987
2023-09-18,1,AntPool,0.2179487179,3042246.2543016146
2023-09-18,5,Binance Pool,0.1025641026,1431645.2969630270
2023-09-18,4,F2Pool,0.1730769231,2415901.4381016628
2023-09-18,3,ViaBTC,0.1089743590,1521123.1278487344
2023-09-18,0,Foundry USA,0.2564102564,3579113.2410117127
2023-09-18,7,SBI Crypto,0.0128205128,178955.6617714148
2023-09-18,2,Unknown,0.0641025641,894778.3102529282
2023-09-19,3,ViaBTC,0.1007194245,1413508.7082053905
2023-09-19,2,Unknown,0.0503597122,706754.3534009891
2023-09-19,7,SBI Crypto,0.0143884892,201929.8152574254
2023-09-19,11,BTC M4,0.0287769784,403859.6305148509
2023-09-19,6,Mara Pool,0.0215827338,302894.7228861382
2023-09-19,4,F2Pool,0.1366906475,1918333.2463489543
2023-09-19,5,Binance Pool,0.0575539568,807719.2610297018
2023-09-19,0,Foundry USA,0.3741007194,5250175.1994998865
2023-09-19,1,AntPool,0.2158273381,3028947.2302647941
2023-09-20,8,Braiins Pool,0.0136986301,193935.7257066470
2023-09-20,3,ViaBTC,0.1027397260,1454517.9463391793
2023-09-20,0,Foundry USA,0.2671232877,3781746.6618975969
2023-09-20,6,Mara Pool,0.0616438356,872710.7678035076
2023-09-20,5,Binance Pool,0.1027397260,1454517.9463391793
2023-09-20,7,SBI Crypto,0.0068493151,96967.8635611889
2023-09-20,1,AntPool,0.2465753425,3490843.0726297610
2023-09-20,11,BTC M4,0.0136986301,193935.7257066470
2023-09-20,4,F2Pool,0.1232876712,1745421.5356070152
2023-09-20,2,Unknown,0.0547945205,775742.9042423187
2023-09-21,3,ViaBTC,0.0797101449,1137171.8471293398
2023-09-21,2,Unknown,0.0507246377,723654.8123283557
2023-09-21,11,BTC M4,0.0072463768,103379.2587002460
2023-09-21,7,SBI Crypto,0.0289855072,413517.0348009840
2023-09-21,10,Poolin,0.0144927536,206758.5174004920
2023-09-21,4,F2Pool,0.1521739130,2170964.4355584332
2023-09-21,5,Binance Pool,0.0797101449,1137171.8471293398
2023-09-21,1,AntPool,0.2318840580,3308136.2841144069
2023-09-21,6,Mara Pool,0.0797101449,1137171.8471293398
2023-09-21,0,Foundry USA,0.2608695652,3721653.3189153909
2023-09-22,5,Binance Pool,0.0930232558,1336261.3153427492
2023-09-22,2,Unknown,0.0542635659,779485.7675226838
2023-09-22,0,Foundry USA,0.2945736434,4231494.1657308657
2023-09-22,6,Mara Pool,0.0465116279,668130.6576713746
2023-09-22,8,Braiins Pool,0.0155038760,222710.2197026185
2023-09-22,3,ViaBTC,0.1317829457,1893036.8631628144
2023-09-22,4,F2Pool,0.1240310078,1781681.7547479861
2023-09-22,1,AntPool,0.2403100775,3452008.3982081823
2023-09-23,1,AntPool,0.2692307692,3896851.2231492545
2023-09-23,11,BTC M4,0.0064102564,92782.1718418964
2023-09-23,8,Braiins Pool,0.0192307692,278346.5155256891
2023-09-23,5,Binance Pool,0.0448717949,649475.2043406763
2023-09-23,6,Mara Pool,0.0576923077,835039.5480244692
2023-09-23,3,ViaBTC,0.1217948718,1762861.2678908345
2023-09-23,4,F2Pool,0.1217948718,1762861.2678908345
2023-09-23,0,Foundry USA,0.2435897436,3525722.5357816690
2023-09-23,7,SBI Crypto,0.0448717949,649475.2043406763
2023-09-23,2,Unknown,0.0705128205,1020603.8917082619
2023-09-24,1,AntPool,0.2465753425,3603200.0239857687
2023-09-24,10,Poolin,0.0068493151,100088.8900016679
2023-09-24,7,SBI Crypto,0.0342465753,500444.4470857439
2023-09-24,6,Mara Pool,0.0342465753,500444.4470857439
2023-09-24,8,Braiins Pool,0.0273972603,400355.5585453738
2023-09-24,4,F2Pool,0.1027397260,1501333.3427185297
2023-09-24,5,Binance Pool,0.0753424658,1100977.7856344534
2023-09-24,3,ViaBTC,0.1301369863,1901688.9012639036
2023-09-24,2,Unknown,0.0342465753,500444.4470857439
2023-09-24,0,Foundry USA,0.3013698630,4403911.1396152191
2023-09-25,0,Foundry USA,0.3034482759,4474989.2168067414
2023-09-25,6,Mara Pool,0.0482758621,711930.1030424777
2023-09-25,5,Binance Pool,0.0758620690,1118747.3045703634
2023-09-25,4,F2Pool,0.0965517241,1423860.2046102432
2023-09-25,3,ViaBTC,0.0965517241,1423860.2046102432
2023-09-25,8,Braiins Pool,0.0137931034,203408.6000265866
2023-09-25,1,AntPool,0.2620689655,3864763.4137775563
2023-09-25,2,Unknown,0.0620689655,915338.7030690645
2023-09-25,7,SBI Crypto,0.0206896552,305112.9015145923
2023-09-25,10,Poolin,0.0068965517,101704.3000132933
2023-09-26,10,Poolin,0.0147058824,218169.3568007326
2023-09-26,3,ViaBTC,0.0808823529,1199931.4579533746
2023-09-26,5,Binance Pool,0.0735294118,1090846.7810365600
2023-09-26,0,Foundry USA,0.3529411765,5236064.5468985159
2023-09-26,11,BTC M4,0.0220588235,327254.0337175474
2023-09-26,7,SBI Crypto,0.0294117647,436338.7121179136
2023-09-26,4,F2Pool,0.0808823529,1199931.4579533746
2023-09-26,6,Mara Pool,0.0367647059,545423.3905182800
2023-09-26,2,Unknown,0.0367647059,545423.3905182800
2023-09-26,1,AntPool,0.2573529412,3817963.7321444084
2023-09-27,4,F2Pool,0.1528662420,2266008.4012208586
2023-09-27,3,ViaBTC,0.0955414013,1416255.2515042101
2023-09-27,10,Poolin,0.0127388535,188834.0334350715
2023-09-27,1,AntPool,0.1656050955,2454842.4346559299
2023-09-27,2,Unknown,0.0891719745,1321838.2340455009
2023-09-27,5,Binance Pool,0.0891719745,1321838.2340455009
2023-09-27,0,Foundry USA,0.2866242038,4248765.7530302834
2023-09-27,9,BTC.com,0.0063694268,94417.0174587094
2023-09-27,7,SBI Crypto,0.0191082803,283251.0508937809
2023-09-27,6,Mara Pool,0.0573248408,849753.1511989955
2023-09-27,8,Braiins Pool,0.0127388535,188834.0334350715
2023-09-28,1,AntPool,0.2054794521,3045387.1167678977
2023-09-28,3,ViaBTC,0.0958904110,1421180.6547881032
2023-09-28,10,Poolin,0.0136986301,203025.8071916912
2023-09-28,5,Binance Pool,0.0753424658,1116641.9432595223
2023-09-28,6,Mara Pool,0.0273972603,406051.6158654707
2023-09-28,7,SBI Crypto,0.0205479452,304538.7115285810
2023-09-28,2,Unknown,0.0479452055,710590.3273940516
2023-09-28,11,BTC M4,0.0136986301,203025.8071916912
2023-09-28,0,Foundry USA,0.3219178082,4771106.4816024937
2023-09-28,4,F2Pool,0.1438356164,2131770.9807000668
2023-09-28,8,Braiins Pool,0.0136986301,203025.8071916912
2023-09-29,10,Poolin,0.0068027211,100850.2334522914
2023-09-29,1,AntPool,0.2380952381,3529758.1649002056
2023-09-29,2,Unknown,0.0680272109,1008502.3330404157
2023-09-29,3,ViaBTC,0.1428571429,2117854.8995331228
2023-09-29,5,Binance Pool,0.0748299320,1109352.5664927070
2023-09-29,4,F2Pool,0.1088435374,1613603.7322716657
2023-09-29,6,Mara Pool,0.0068027211,100850.2334522914
2023-09-29,7,SBI Crypto,0.0204081633,302550.7003568742
2023-09-29,0,Foundry USA,0.3333333333,4941661.4302672883
2023-09-30,1,AntPool,0.1666666667,2471697.8297518832
2023-09-30,4,F2Pool,0.1159420290,1719441.9683940911
2023-09-30,6,Mara Pool,0.0942028986,1397046.5998763312
2023-09-30,3,ViaBTC,0.1086956522,1611976.8455548380
2023-09-30,5,Binance Pool,0.0507246377,752255.8613577922
2023-09-30,7,SBI Crypto,0.0289855072,429860.4913570135
2023-09-30,8,Braiins Pool,0.0144927536,214930.2456785067
2023-09-30,11,BTC M4,0.0362318841,537325.6156792855
2023-09-30,0,Foundry USA,0.3260869565,4835930.5351814954
2023-09-30,2,Unknown,0.0362318841,537325.6156792855
2023-10-01,11,BTC M4,0.0212765957,314818.2403211357
2023-10-01,3,ViaBTC,0.0851063830,1259272.9642438339
2023-10-01,2,Unknown,0.0567375887,839515.3099891046
2023-10-01,5,Binance Pool,0.0496453901,734575.8960555107
2023-10-01,0,Foundry USA,0.2978723404,4407455.3733737729
2023-10-01,6,Mara Pool,0.0425531915,629636.4821219170
2023-10-01,8,Braiins Pool,0.0212765957,314818.2403211357
2023-10-01,7,SBI Crypto,0.0070921986,104939.4139335938
2023-10-01,1,AntPool,0.2695035461,3987697.7191190436
2023-10-01,4,F2Pool,0.1489361702,2203727.6866868865
2023-10-02,0,Foundry USA,0.2929936306,4319096.1408130182
2023-10-02,4,F2Pool,0.1337579618,1971761.2817396007
2023-10-02,3,ViaBTC,0.1528662420,2253441.4640029003
2023-10-02,7,SBI Crypto,0.0318471338,469466.9724043341
2023-10-02,8,Braiins Pool,0.0318471338,469466.9724043341
2023-10-02,6,Mara Pool,0.0382165605,563360.3660007251
2023-10-02,9,BTC.com,0.0063694268,93893.3950705173
2023-10-02,2,Unknown,0.0509554140,751147.1546676334
2023-10-02,10,Poolin,0.0063694268,93893.3950705173
2023-10-02,5,Binance Pool,0.0382165605,563360.3660007251
2023-10-02,11,BTC M4,0.0063694268,93893.3950705173
2023-10-02,1,AntPool,0.2101910828,3098482.0137410508
2023-10-03,0,Foundry USA,0.2987804878,4386902.0803376455
2023-10-03,1,AntPool,0.3170731707,4655487.9216014305
2023-10-03,3,ViaBTC,0.0914634146,1342929.2077871913
2023-10-03,5,Binance Pool,0.0670731707,984814.7522793891
2023-10-03,2,Unknown,0.0609756098,895286.1395036404
2023-10-03,6,Mara Pool,0.0243902439,358114.4555078023
2023-10-03,7,SBI Crypto,0.0121951220,179057.2284880358
2023-10-03,8,Braiins Pool,0.0060975610,89528.6142440179
2023-10-03,11,BTC M4,0.0060975610,89528.6142440179
2023-10-03,4,F2Pool,0.1097560976,1611515.0505192450
2023-10-04,2,Unknown,0.0229007634,335871.3606173708
2023-10-04,0,Foundry USA,0.3587786260,5261984.6408723127
2023-10-04,4,F2Pool,0.0992366412,1455442.5597419969
2023-10-04,3,ViaBTC,0.1145038168,1679356.8001535775
2023-10-04,5,Binance Pool,0.0839694656,1231528.3193304164
2023-10-04,1,AntPool,0.2290076336,3358713.6003071549
2023-10-04,6,Mara Pool,0.0381679389,559785.5995623131
2023-10-04,8,Braiins Pool,0.0229007634,335871.3606173708
2023-10-04,7,SBI Crypto,0.0152671756,223914.2404115805
2023-10-05,7,SBI Crypto,0.0141843972,207873.3398489136
2023-10-05,11,BTC M4,0.0070921986,103936.6699244568
2023-10-05,0,Foundry USA,0.2056737589,3014163.4204817121
2023-10-05,5,Binance Pool,0.1205673759,1766923.3843192444
2023-10-05,4,F2Pool,0.1347517730,1974796.7227026511
2023-10-05,1,AntPool,0.2978723404,4365340.1251031291
2023-10-05,6,Mara Pool,0.0283687943,415746.6782323202
2023-10-05,2,Unknown,0.0496453901,727556.6880056906
2023-10-05,8,Braiins Pool,0.0141843972,207873.3398489136
2023-10-05,3,ViaBTC,0.1205673759,1766923.3843192444
2023-10-06,4,F2Pool,0.1500000000,2192375.3367275605
2023-10-06,2,Unknown,0.0562500000,822140.7512728352
2023-10-06,6,Mara Pool,0.0562500000,822140.7512728352
2023-10-06,11,BTC M4,0.0062500000,91348.9723636484
2023-10-06,10,Poolin,0.0187500000,274046.9170909451
2023-10-06,3,ViaBTC,0.1125000000,1644281.5025456704
2023-10-06,8,Braiins Pool,0.0062500000,91348.9723636484
2023-10-06,5,Binance Pool,0.0812500000,1187536.6407274287
2023-10-06,0,Foundry USA,0.2375000000,3471260.9498186372
2023-10-06,1,AntPool,0.2625000000,3836656.8392732311
2023-10-07,0,Foundry USA,0.2631578947,3835110.8834813796
2023-10-07,10,Poolin,0.0233918129,340898.7457488963
2023-10-07,5,Binance Pool,0.0467836257,681797.4900404505
2023-10-07,6,Mara Pool,0.0467836257,681797.4900404505
2023-10-07,8,Braiins Pool,0.0116959064,170449.3721457771
2023-10-07,9,BTC.com,0.0058479532,85224.6860728886
2023-10-07,4,F2Pool,0.1052631579,1534044.3536840202
2023-10-07,11,BTC M4,0.0233918129,340898.7457488963
2023-10-07,7,SBI Crypto,0.0233918129,340898.7457488963
2023-10-07,1,AntPool,0.2807017544,4090784.9431573870
2023-10-07,2,Unknown,0.0760233918,1107920.9218622353
2023-10-07,3,ViaBTC,0.0935672515,1363594.9815382431
2023-10-08,7,SBI Crypto,0.0067567568,98584.5901565498
2023-10-08,5,Binance Pool,0.0675675676,985845.8957292899
2023-10-08,11,BTC M4,0.0067567568,98584.5901565498
2023-10-08,9,BTC.com,0.0067567568,98584.5901565498
2023-10-08,10,Poolin,0.0067567568,98584.5901565498
2023-10-08,8,Braiins Pool,0.0337837838,492922.9478646449
2023-10-08,6,Mara Pool,0.0270270270,394338.3577080952
2023-10-08,3,ViaBTC,0.1148648649,1675938.0224479823
2023-10-08,0,Foundry USA,0.3040540541,4436306.5293227527
2023-10-08,1,AntPool,0.2500000000,3647629.8124475102
2023-10-08,4,F2Pool,0.1216216216,1774522.6111454801
2023-10-08,2,Unknown,0.0472972973,690092.1267186925
2023-10-09,5,Binance Pool,0.1089743590,1592490.1082034640
2023-10-09,6,Mara Pool,0.0384615385,562055.3327369120
2023-10-09,2,Unknown,0.0448717949,655731.2212828399
2023-10-09,7,SBI Crypto,0.0256410256,374703.5541837120
2023-10-09,4,F2Pool,0.1217948718,1779841.8852953198
2023-10-09,1,AntPool,0.2307692308,3372331.9934987836
2023-10-09,8,Braiins Pool,0.0128205128,187351.7770918560
2023-10-09,10,Poolin,0.0128205128,187351.7770918560
2023-10-09,3,ViaBTC,0.1217948718,1779841.8852953198
2023-10-09,0,Foundry USA,0.2756410256,4028063.2133202795
2023-10-10,2,Unknown,0.0617283951,903652.9752818737
2023-10-10,10,Poolin,0.0061728395,90365.2973817956
2023-10-10,7,SBI Crypto,0.0185185185,271095.8921453868
2023-10-10,5,Binance Pool,0.0864197531,1265114.1648090561
2023-10-10,3,ViaBTC,0.1049382716,1536210.0569544428
2023-10-10,6,Mara Pool,0.0493827160,722922.3790543647
2023-10-10,1,AntPool,0.2407407407,3524246.6008178638
2023-10-10,0,Foundry USA,0.2654320988,3885707.7918089638
2023-10-10,4,F2Pool,0.1543209877,2259132.4374727253
2023-10-11,8,Braiins Pool,0.0062500000,91636.4012733526
2023-10-11,7,SBI Crypto,0.0250000000,366545.6050934104
2023-10-11,6,Mara Pool,0.0500000000,733091.2101868208
2023-10-11,0,Foundry USA,0.2812500000,4123638.0573008666
2023-10-11,2,Unknown,0.0437500000,641454.8089134682
2023-10-11,1,AntPool,0.3500000000,5131638.4713077452
2023-10-11,3,ViaBTC,0.0687500000,1008000.4140068786
2023-10-11,4,F2Pool,0.1125000000,1649455.2229203468
2023-10-11,5,Binance Pool,0.0625000000,916364.0127335259
2023-10-12,3,ViaBTC,0.1393939394,2045245.9542040364
2023-10-12,10,Poolin,0.0181818182,266771.2116730903
2023-10-12,7,SBI Crypto,0.0242424242,355694.9479192926
2023-10-12,2,Unknown,0.0606060606,889237.3712654731
2023-10-12,4,F2Pool,0.0727272727,1067084.8452251193
2023-10-12,0,Foundry USA,0.3393939394,4979729.2796735466
2023-10-12,1,AntPool,0.2303030303,3379102.0111022461
2023-10-12,6,Mara Pool,0.0181818182,266771.2116730903
2023-10-12,5,Binance Pool,0.0848484848,1244932.3191847657
2023-10-13,8,Braiins Pool,0.0072463768,106578.0976000604
2023-10-13,11,BTC M4,0.0072463768,106578.0976000604
2023-10-13,2,Unknown,0.0434782609,639468.5870711401
2023-10-13,9,BTC.com,0.0072463768,106578.0976000604
2023-10-13,3,ViaBTC,0.1014492754,1492093.3693424009
2023-10-13,1,AntPool,0.2681159420,3943389.6170853451
2023-10-13,10,Poolin,0.0144927536,213156.1952001208
2023-10-13,4,F2Pool,0.0797101449,1172359.0750714419
2023-10-13,0,Foundry USA,0.3260869565,4796014.3993566064
2023-10-13,7,SBI Crypto,0.0217391304,319734.2928001811
2023-10-13,5,Binance Pool,0.0652173913,959202.8798713211
2023-10-13,6,Mara Pool,0.0507246377,746046.6846712005
2023-10-14,0,Foundry USA,0.3356164384,4952594.5410393057
2023-10-14,5,Binance Pool,0.0410958904,606440.1476414381
2023-10-14,2,Unknown,0.0410958904,606440.1476414381
2023-10-14,3,ViaBTC,0.1164383562,1718247.0859678551
2023-10-14,8,Braiins Pool,0.0068493151,101073.3584321300
2023-10-14,10,Poolin,0.0068493151,101073.3584321300
2023-10-14,4,F2Pool,0.1438356164,2122540.5167450332
2023-10-14,11,BTC M4,0.0068493151,101073.3584321300
2023-10-14,1,AntPool,0.2602739726,3840787.6027128887
2023-10-14,6,Mara Pool,0.0342465753,505366.7892093080
2023-10-15,11,BTC M4,0.0119760479,176862.7336242334
2023-10-15,5,Binance Pool,0.0299401198,442156.8347989855
2023-10-15,7,SBI Crypto,0.0239520958,353725.4672484669
2023-10-15,10,Poolin,0.0239520958,353725.4672484669
2023-10-15,4,F2Pool,0.1317365269,1945490.0698665679
2023-10-15,2,Unknown,0.0479041916,707450.9344969337
2023-10-15,6,Mara Pool,0.0239520958,353725.4672484669
2023-10-15,0,Foundry USA,0.2215568862,3271960.5727867200
2023-10-15,3,ViaBTC,0.1736526946,2564509.6382897864
2023-10-15,1,AntPool,0.2874251497,4244705.6084584063
2023-10-15,8,Braiins Pool,0.0179640719,265294.1011747521
2023-10-16,0,Foundry USA,0.3049645390,4526134.9384032162
2023-10-16,1,AntPool,0.2836879433,4210358.0828913385
2023-10-16,5,Binance Pool,0.0425531915,631553.7125079082
2023-10-16,2,Unknown,0.0496453901,736812.6648399181
2023-10-16,4,F2Pool,0.0851063830,1263107.4250158165
2023-10-16,8,Braiins Pool,0.0425531915,631553.7125079082
2023-10-16,3,ViaBTC,0.1276595745,1894661.1375237249
2023-10-16,7,SBI Crypto,0.0141843972,210517.9046640198
2023-10-16,6,Mara Pool,0.0354609929,526294.7601758983
2023-10-16,11,BTC M4,0.0141843972,210517.9046640198
2023-10-17,2,Unknown,0.0864197531,1293960.6138095695
2023-10-17,4,F2Pool,0.1049382716,1571237.8878764850
2023-10-17,10,Poolin,0.0123456790,184851.5160446103
2023-10-17,0,Foundry USA,0.3641975309,5453119.7293051947
2023-10-17,7,SBI Crypto,0.0185185185,277277.2740669155
2023-10-17,6,Mara Pool,0.0308641975,462128.7901115259
2023-10-17,3,ViaBTC,0.0802469136,1201534.8557872644
2023-10-17,11,BTC M4,0.0185185185,277277.2740669155
2023-10-17,5,Binance Pool,0.0617283951,924257.5817203490
2023-10-17,1,AntPool,0.2160493827,3234901.5337752751
2023-10-17,8,Braiins Pool,0.0061728395,92425.7580223052
2023-10-18,0,Foundry USA,0.2344827586,3543161.6768041705
2023-10-18,5,Binance Pool,0.0758620690,1146317.0137059011
2023-10-18,2,Unknown,0.0413793103,625263.8246961841
2023-10-18,4,F2Pool,0.0758620690,1146317.0137059011
2023-10-18,3,ViaBTC,0.1034482759,1563159.5640070417
2023-10-18,9,BTC.com,0.0344827586,521053.1874986626
2023-10-18,6,Mara Pool,0.0482758621,729474.4634047600
2023-10-18,11,BTC M4,0.0137931034,208421.2743950433
2023-10-18,10,Poolin,0.0344827586,521053.1874986626
2023-10-18,1,AntPool,0.3172413793,4793689.3277075933
2023-10-18,7,SBI Crypto,0.0137931034,208421.2743950433
2023-10-18,8,Braiins Pool,0.0068965517,104210.6371975216
2023-10-19,0,Foundry USA,0.2571428571,3921967.2507509207
2023-10-19,1,AntPool,0.3000000000,4575628.4599720119
2023-10-19,5,Binance Pool,0.0928571429,1416265.9525497600
2023-10-19,3,ViaBTC,0.0785714286,1198378.8828093964
2023-10-19,9,BTC.com,0.0214285714,326830.6038479410
2023-10-19,6,Mara Pool,0.0714285714,1089435.3471766096
2023-10-19,11,BTC M4,0.0142857143,217887.0697403638
2023-10-19,2,Unknown,0.0500000000,762604.7433286686
2023-10-19,8,Braiins Pool,0.0071428571,108943.5341075772
2023-10-19,7,SBI Crypto,0.0071428571,108943.5341075772
2023-10-19,4,F2Pool,0.0714285714,1089435.3471766096
2023-10-19,10,Poolin,0.0214285714,326830.6038479410
2023-10-20,10,Poolin,0.0223880597,344584.6099639630
2023-10-20,6,Mara Pool,0.0522388060,804030.7570956285
2023-10-20,8,Braiins Pool,0.0373134328,574307.6827602234
2023-10-20,9,BTC.com,0.0373134328,574307.6827602234
2023-10-20,7,SBI Crypto,0.0149253731,229723.0727962605
2023-10-20,3,ViaBTC,0.1194029851,1837784.5869875175
2023-10-20,4,F2Pool,0.0970149254,1493199.9770235545
2023-10-20,2,Unknown,0.0522388060,804030.7570956285
2023-10-20,0,Foundry USA,0.2313432836,3560707.6368073323
2023-10-20,1,AntPool,0.2537313433,3905292.2467712956
2023-10-20,5,Binance Pool,0.0820895522,1263476.9026881494
2023-10-21,7,SBI Crypto,0.0066666667,103491.2963909173
2023-10-21,11,BTC M4,0.0066666667,103491.2963909173
2023-10-21,8,Braiins Pool,0.0266666667,413965.1840112997
2023-10-21,2,Unknown,0.0200000000,310473.8876203824
2023-10-21,10,Poolin,0.0066666667,103491.2963909173
2023-10-21,6,Mara Pool,0.0333333333,517456.4788498475
2023-10-21,5,Binance Pool,0.0600000000,931421.6628611471
2023-10-21,4,F2Pool,0.1000000000,1552369.4381019119
2023-10-21,1,AntPool,0.2533333333,3932669.2426740541
2023-10-21,9,BTC.com,0.0133333333,206982.5912294651
2023-10-21,0,Foundry USA,0.3600000000,5588529.9771668827
2023-10-21,3,ViaBTC,0.1000000000,1552369.4381019119
2023-10-22,6,Mara Pool,0.0522875817,818702.1869405550
2023-10-22,1,AntPool,0.2352941176,3684159.8404496135
2023-10-22,5,Binance Pool,0.0588235294,921039.9601124034
2023-10-22,0,Foundry USA,0.3202614379,5014550.8948151786
2023-10-22,2,Unknown,0.0588235294,921039.9601124034
2023-10-22,3,ViaBTC,0.1111111111,1739742.1470529584
2023-10-22,9,BTC.com,0.0130718954,204675.5463436968
2023-10-22,10,Poolin,0.0065359477,102337.7731718484
2023-10-22,8,Braiins Pool,0.0065359477,102337.7731718484
2023-10-22,4,F2Pool,0.1307189542,2046755.4665685033
2023-10-23,9,BTC.com,0.0127388535,200316.7312788897
2023-10-23,2,Unknown,0.0382165605,600950.1938366691
2023-10-23,6,Mara Pool,0.0382165605,600950.1938366691
2023-10-23,0,Foundry USA,0.3121019108,4907759.9171190402
2023-10-23,3,ViaBTC,0.1401273885,2203484.0440677865
2023-10-23,4,F2Pool,0.1082802548,1702692.2166568055
