date,miner_id,pool_name,blocks_mined,block_count,cost_per_block,daily_share,cost_usd_per_day
2023-08-21,9,BTC.com,1,158,110623.6964326707,0.0063291139,110623.6964326707
2023-08-21,11,Carbon Negative,3,158,110623.6964326707,0.0189873418,331871.0892980122
2023-08-22,0,Foundry USA,50,136,125582.5936828672,0.3676470588,6279129.6841433616
2023-08-22,1,AntPool,36,136,125582.5936828672,0.2647058824,4520973.3725832198
2023-08-22,3,ViaBTC,10,136,125582.5936828672,0.0735294118,1255825.9368286722
2023-08-22,4,F2Pool,25,136,125582.5936828672,0.1838235294,3139564.8420716808
2023-08-22,5,Binance Pool,4,136,125582.5936828672,0.0294117647,502330.3747314689
2023-08-22,6,MARA Pool,4,136,125582.5936828672,0.0294117647,502330.3747314689
2023-08-22,7,SBI Crypto,3,136,125582.5936828672,0.0220588235,376747.7810486017
2023-08-22,8,Braiins Pool,1,136,125582.5936828672,0.0073529412,125582.5936828672
2023-08-22,9,BTC.com,1,136,125582.5936828672,0.0073529412,125582.5936828672
2023-08-22,10,Poolin,1,136,125582.5936828672,0.0073529412,125582.5936828672
2023-08-22,11,Carbon Negative,1,136,125582.5936828672,0.0073529412,125582.5936828672
2023-08-23,0,Foundry USA,40,131,128808.1665637540,0.3053435115,5152326.6625501607
2023-08-23,1,AntPool,28,131,128808.1665637540,0.2137404580,3606628.6637851130
2023-08-23,3,ViaBTC,10,131,128808.1665637540,0.0763358779,1288081.6656375402
2023-08-23,4,F2Pool,29,131,128808.1665637540,0.2213740458,3735436.8303488670
2023-08-23,5,Binance Pool,12,131,128808.1665637540,0.0916030534,1545697.9987650483
2023-08-23,6,MARA Pool,2,131,128808.1665637540,0.0152671756,257616.3331275081
2023-08-23,7,SBI Crypto,2,131,128808.1665637540,0.0152671756,257616.3331275081
2023-08-23,8,Braiins Pool,4,131,128808.1665637540,0.0305343511,515232.6662550161
2023-08-23,9,BTC.com,2,131,128808.1665637540,0.0152671756,257616.3331275081
2023-08-23,10,Poolin,1,131,128808.1665637540,0.0076335878,128808.1665637540
2023-08-23,11,Carbon Negative,1,131,128808.1665637540,0.0076335878,128808.1665637540
2023-08-24,0,Foundry USA,40,132,126739.0950404199,0.3030303030,5069563.8016167954
2023-08-24,1,AntPool,34,132,126739.0950404199,0.2575757576,4309129.2313742768
2023-08-24,3,ViaBTC,11,132,126739.0950404199,0.0833333333,1394130.0454446189
2023-08-24,4,F2Pool,21,132,126739.0950404199,0.1590909091,2661520.9958488178
2023-08-24,5,Binance Pool,12,132,126739.0950404199,0.0909090909,1520869.1404850387
2023-08-24,6,MARA Pool,7,132,126739.0950404199,0.0530303030,887173.6652829393
2023-08-24,7,SBI Crypto,1,132,126739.0950404199,0.0075757576,126739.0950404199
2023-08-24,8,Braiins Pool,2,132,126739.0950404199,0.0151515152,253478.1900808398
2023-08-24,9,BTC.com,3,132,126739.0950404199,0.0227272727,380217.2851212597
2023-08-24,10,Poolin,1,132,126739.0950404199,0.0075757576,126739.0950404199
2023-08-25,0,Foundry USA,37,131,127953.3014984024,0.2824427481,4734272.1554408902
2023-08-25,1,AntPool,34,131,127953.3014984024,0.2595419847,4350412.2509456836
2023-08-25,3,ViaBTC,13,131,127953.3014984024,0.0992366412,1663392.9194792318
2023-08-25,4,F2Pool,18,131,127953.3014984024,0.1374045802,2303159.4269712442
2023-08-25,5,Binance Pool,11,131,127953.3014984024,0.0839694656,1407486.3164824268
2023-08-25,6,MARA Pool,6,131,127953.3014984024,0.0458015267,767719.8089904147
2023-08-25,7,SBI Crypto,2,131,127953.3014984024,0.0152671756,255906.6029968049
2023-08-25,8,Braiins Pool,2,131,127953.3014984024,0.0152671756,255906.6029968049
2023-08-25,9,BTC.com,2,131,127953.3014984024,0.0152671756,255906.6029968049
2023-08-25,10,Poolin,4,131,127953.3014984024,0.0305343511,511813.2059936098
2023-08-25,11,Carbon Negative,2,131,127953.3014984024,0.0152671756,255906.6029968049
2023-08-26,0,Foundry USA,44,127,132374.6137356187,0.3464566929,5824483.0043672211
2023-08-26,1,AntPool,28,127,132374.6137356187,0.2204724409,3706489.1845973223
2023-08-26,3,ViaBTC,10,127,132374.6137356187,0.0787401575,1323746.1373561865
2023-08-26,4,F2Pool,18,127,132374.6137356187,0.1417322835,2382743.0472411355
2023-08-26,5,Binance Pool,9,127,132374.6137356187,0.0708661417,1191371.5236205678
2023-08-26,6,MARA Pool,5,127,132374.6137356187,0.0393700787,661873.0686780933
2023-08-26,7,SBI Crypto,5,127,132374.6137356187,0.0393700787,661873.0686780933
2023-08-26,8,Braiins Pool,2,127,132374.6137356187,0.0157480315,264749.2274712373
2023-08-26,9,BTC.com,3,127,132374.6137356187,0.0236220472,397123.8412068560
2023-08-26,10,Poolin,1,127,132374.6137356187,0.0078740157,132374.6137356187
2023-08-26,11,Carbon Negative,2,127,132374.6137356187,0.0157480315,264749.2274712373
2023-08-27,0,Foundry USA,30,107,150818.5186952977,0.2803738318,4524555.5608589295
2023-08-27,1,AntPool,22,107,150818.5186952977,0.2056074766,3318007.4112965483
2023-08-27,3,ViaBTC,16,107,150818.5186952977,0.1495327103,2413096.2991247624
2023-08-27,4,F2Pool,12,107,150818.5186952977,0.1121495327,1809822.2243435718
2023-08-27,5,Binance Pool,11,107,150818.5186952977,0.1028037383,1659003.7056482742
2023-08-27,6,MARA Pool,4,107,150818.5186952977,0.0373831776,603274.0747811906
2023-08-27,8,Braiins Pool,6,107,150818.5186952977,0.0560747664,904911.1121717859
2023-08-27,9,BTC.com,1,107,150818.5186952977,0.0093457944,150818.5186952977
2023-08-27,10,Poolin,4,107,150818.5186952977,0.0373831776,603274.0747811906
2023-08-27,11,Carbon Negative,1,107,150818.5186952977,0.0093457944,150818.5186952977
2023-08-28,0,Foundry USA,40,108,143043.2145932157,0.3703703704,5721728.5837286264
2023-08-28,1,AntPool,17,108,143043.2145932157,0.1574074074,2431734.6480846666
2023-08-28,3,ViaBTC,14,108,143043.2145932157,0.1296296296,2002605.0043050195
2023-08-28,4,F2Pool,17,108,143043.2145932157,0.1574074074,2431734.6480846666
2023-08-28,5,Binance Pool,9,108,143043.2145932157,0.0833333333,1287388.9313389410
2023-08-28,6,MARA Pool,2,108,143043.2145932157,0.0185185185,286086.4291864313
2023-08-28,7,SBI Crypto,2,108,143043.2145932157,0.0185185185,286086.4291864313
2023-08-28,8,Braiins Pool,1,108,143043.2145932157,0.0092592593,143043.2145932157
2023-08-28,9,BTC.com,3,108,143043.2145932157,0.0277777778,429129.6437796470
2023-08-28,10,Poolin,2,108,143043.2145932157,0.0185185185,286086.4291864313
2023-08-28,11,Carbon Negative,1,108,143043.2145932157,0.0092592593,143043.2145932157
2023-08-29,0,Foundry USA,54,147,106951.2326433696,0.3673469388,5775366.5627419604
2023-08-29,1,AntPool,30,147,106951.2326433696,0.2040816327,3208536.9793010890
2023-08-29,3,ViaBTC,12,147,106951.2326433696,0.0816326531,1283414.7917204355
2023-08-29,4,F2Pool,24,147,106951.2326433696,0.1632653061,2566829.5834408710
2023-08-29,5,Binance Pool,12,147,106951.2326433696,0.0816326531,1283414.7917204355
2023-08-29,6,MARA Pool,3,147,106951.2326433696,0.0204081633,320853.6979301089
2023-08-29,7,SBI Crypto,4,147,106951.2326433696,0.0272108844,427804.9305734785
2023-08-29,8,Braiins Pool,2,147,106951.2326433696,0.0136054422,213902.4652867393
2023-08-29,9,BTC.com,3,147,106951.2326433696,0.0204081633,320853.6979301089
2023-08-29,10,Poolin,1,147,106951.2326433696,0.0068027211,106951.2326433696
2023-08-29,11,Carbon Negative,2,147,106951.2326433696,0.0136054422,213902.4652867393
2023-08-30,0,Foundry USA,38,120,127949.4621640847,0.3166666667,4862079.5622352185
2023-08-30,1,AntPool,28,120,127949.4621640847,0.2333333333,3582584.9405943714
2023-08-30,3,ViaBTC,11,120,127949.4621640847,0.0916666667,1407444.0838049315
2023-08-30,4,F2Pool,12,120,127949.4621640847,0.1000000000,1535393.5459690164
2023-08-30,5,Binance Pool,14,120,127949.4621640847,0.1166666667,1791292.4702971857
2023-08-30,6,MARA Pool,5,120,127949.4621640847,0.0416666667,639747.3108204234
2023-08-30,7,SBI Crypto,3,120,127949.4621640847,0.0250000000,383848.3864922541
2023-08-30,8,Braiins Pool,1,120,127949.4621640847,0.0083333333,127949.4621640847
2023-08-30,9,BTC.com,1,120,127949.4621640847,0.0083333333,127949.4621640847
2023-08-30,10,Poolin,5,120,127949.4621640847,0.0416666667,639747.3108204234
2023-08-30,11,Carbon Negative,2,120,127949.4621640847,0.0166666667,255898.9243281694
2023-08-31,0,Foundry USA,41,134,114373.6999110657,0.3059701493,4689321.6963536944
2023-08-31,1,AntPool,32,134,114373.6999110657,0.2388059701,3659958.3971541030
2023-08-31,3,ViaBTC,12,134,114373.6999110657,0.0895522388,1372484.3989327885
2023-08-31,4,F2Pool,19,134,114373.6999110657,0.1417910448,2173100.2983102486
2023-08-31,5,Binance Pool,17,134,114373.6999110657,0.1268656716,1944352.8984881171
2023-08-31,6,MARA Pool,3,134,114373.6999110657,0.0223880597,343121.0997331971
2023-08-31,7,SBI Crypto,3,134,114373.6999110657,0.0223880597,343121.0997331971
2023-08-31,8,Braiins Pool,2,134,114373.6999110657,0.0149253731,228747.3998221314
2023-08-31,9,BTC.com,3,134,114373.6999110657,0.0223880597,343121.0997331971
2023-08-31,10,Poolin,2,134,114373.6999110657,0.0149253731,228747.3998221314
2023-09-01,0,Foundry USA,46,141,110002.3239477463,0.3262411348,5060106.9015963282
2023-09-01,1,AntPool,32,141,110002.3239477463,0.2269503546,3520074.3663278804
2023-09-01,3,ViaBTC,10,141,110002.3239477463,0.0709219858,1100023.2394774626
2023-09-01,4,F2Pool,23,141,110002.3239477463,0.1631205674,2530053.4507981641
2023-09-01,5,Binance Pool,18,141,110002.3239477463,0.1276595745,1980041.8310594328
2023-09-01,6,MARA Pool,2,141,110002.3239477463,0.0141843972,220004.6478954925
2023-09-01,7,SBI Crypto,1,141,110002.3239477463,0.0070921986,110002.3239477463
2023-09-01,8,Braiins Pool,4,141,110002.3239477463,0.0283687943,440009.2957909851
2023-09-01,9,BTC.com,2,141,110002.3239477463,0.0141843972,220004.6478954925
2023-09-01,10,Poolin,1,141,110002.3239477463,0.0070921986,110002.3239477463
2023-09-01,11,Carbon Negative,2,141,110002.3239477463,0.0141843972,220004.6478954925
2023-09-02,0,Foundry USA,44,144,108870.6600596834,0.3055555556,4790309.0426260708
2023-09-02,1,AntPool,37,144,108870.6600596834,0.2569444444,4028214.4222082868
2023-09-02,3,ViaBTC,11,144,108870.6600596834,0.0763888889,1197577.2606565177
2023-09-02,4,F2Pool,20,144,108870.6600596834,0.1388888889,2177413.2011936689
2023-09-02,5,Binance Pool,12,144,108870.6600596834,0.0833333333,1306447.9207162012
2023-09-02,6,MARA Pool,6,144,108870.6600596834,0.0416666667,653223.9603581006
2023-09-02,7,SBI Crypto,3,144,108870.6600596834,0.0208333333,326611.9801790503
2023-09-02,8,Braiins Pool,4,144,108870.6600596834,0.0277777778,435482.6402387337
2023-09-02,9,BTC.com,5,144,108870.6600596834,0.0347222222,544353.3002984172
2023-09-02,11,Carbon Negative,2,144,108870.6600596834,0.0138888889,217741.3201193669
2023-09-03,0,Foundry USA,52,149,109489.6004844581,0.3489932886,5693459.2251918195
2023-09-03,1,AntPool,35,149,109489.6004844581,0.2348993289,3832136.0169560323
2023-09-03,3,ViaBTC,15,149,109489.6004844581,0.1006711409,1642344.0072668709
2023-09-03,4,F2Pool,16,149,109489.6004844581,0.1073825503,1751833.6077513290
2023-09-03,5,Binance Pool,9,149,109489.6004844581,0.0604026846,985406.4043601225
2023-09-03,6,MARA Pool,4,149,109489.6004844581,0.0268456376,437958.4019378322
2023-09-03,7,SBI Crypto,4,149,109489.6004844581,0.0268456376,437958.4019378322
2023-09-03,8,Braiins Pool,3,149,109489.6004844581,0.0201342282,328468.8014533742
2023-09-03,9,BTC.com,5,149,109489.6004844581,0.0335570470,547448.0024222903
2023-09-03,10,Poolin,2,149,109489.6004844581,0.0134228188,218979.2009689161
2023-09-03,11,Carbon Negative,4,149,109489.6004844581,0.0268456376,437958.4019378322
2023-09-04,0,Foundry USA,29,139,120665.9919805993,0.2086330935,3499313.7674373798
2023-09-04,1,AntPool,48,139,120665.9919805993,0.3453237410,5791967.6150687663
2023-09-04,3,ViaBTC,13,139,120665.9919805993,0.0935251799,1568657.8957477908
2023-09-04,4,F2Pool,16,139,120665.9919805993,0.1151079137,1930655.8716895888
2023-09-04,5,Binance Pool,15,139,120665.9919805993,0.1079136691,1809989.8797089895
2023-09-04,6,MARA Pool,5,139,120665.9919805993,0.0359712230,603329.9599029964
2023-09-04,7,SBI Crypto,5,139,120665.9919805993,0.0359712230,603329.9599029964
2023-09-04,8,Braiins Pool,3,139,120665.9919805993,0.0215827338,361997.9759417979
2023-09-04,10,Poolin,2,139,120665.9919805993,0.0143884892,241331.9839611986
2023-09-04,11,Carbon Negative,3,139,120665.9919805993,0.0215827338,361997.9759417979
2023-09-05,0,Foundry USA,35,115,140607.6557615410,0.3043478261,4921267.9516539332
2023-09-05,1,AntPool,27,115,140607.6557615410,0.2347826087,3796406.7055616057
2023-09-05,3,ViaBTC,13,115,140607.6557615410,0.1130434783,1827899.5249000324
2023-09-05,4,F2Pool,15,115,140607.6557615410,0.1304347826,2109114.8364231144
2023-09-05,5,Binance Pool,12,115,140607.6557615410,0.1043478261,1687291.8691384913
2023-09-05,6,MARA Pool,7,115,140607.6557615410,0.0608695652,984253.5903307867
2023-09-05,7,SBI Crypto,2,115,140607.6557615410,0.0173913043,281215.3115230819
2023-09-05,8,Braiins Pool,3,115,140607.6557615410,0.0260869565,421822.9672846228
2023-09-05,11,Carbon Negative,1,115,140607.6557615410,0.0086956522,140607.6557615410
2023-09-06,0,Foundry USA,30,132,123222.9568957577,0.2272727273,3696688.7068727310
2023-09-06,1,AntPool,29,132,123222.9568957577,0.2196969697,3573465.7499769730
2023-09-06,3,ViaBTC,24,132,123222.9568957577,0.1818181818,2957350.9654981848
2023-09-06,4,F2Pool,24,132,123222.9568957577,0.1818181818,2957350.9654981848
2023-09-06,5,Binance Pool,12,132,123222.9568957577,0.0909090909,1478675.4827490924
2023-09-06,6,MARA Pool,4,132,123222.9568957577,0.0303030303,492891.8275830308
2023-09-06,7,SBI Crypto,3,132,123222.9568957577,0.0227272727,369668.8706872731
2023-09-06,8,Braiins Pool,2,132,123222.9568957577,0.0151515152,246445.9137915154
2023-09-06,9,BTC.com,1,132,123222.9568957577,0.0075757576,123222.9568957577
2023-09-06,10,Poolin,1,132,123222.9568957577,0.0075757576,123222.9568957577
2023-09-06,11,Carbon Negative,2,132,123222.9568957577,0.0151515152,246445.9137915154
2023-09-07,0,Foundry USA,45,140,116001.8402709144,0.3214285714,5220082.8121911483
2023-09-07,1,AntPool,33,140,116001.8402709144,0.2357142857,3828060.7289401758
2023-09-07,3,ViaBTC,13,140,116001.8402709144,0.0928571429,1508023.9235218873
2023-09-07,4,F2Pool,22,140,116001.8402709144,0.1571428571,2552040.4859601171
2023-09-07,5,Binance Pool,12,140,116001.8402709144,0.0857142857,1392022.0832509729
2023-09-07,6,MARA Pool,3,140,116001.8402709144,0.0214285714,348005.5208127432
2023-09-07,7,SBI Crypto,2,140,116001.8402709144,0.0142857143,232003.6805418288
2023-09-07,8,Braiins Pool,4,140,116001.8402709144,0.0285714286,464007.3610836577
2023-09-07,9,BTC.com,3,140,116001.8402709144,0.0214285714,348005.5208127432
2023-09-07,11,Carbon Negative,3,140,116001.8402709144,0.0214285714,348005.5208127432
2023-09-08,0,Foundry USA,39,127,125145.7016436390,0.3070866142,4880682.3641019193
2023-09-08,1,AntPool,36,127,125145.7016436390,0.2834645669,4505245.2591710025
2023-09-08,3,ViaBTC,13,127,125145.7016436390,0.1023622047,1626894.1213673064
2023-09-08,4,F2Pool,19,127,125145.7016436390,0.1496062992,2377768.3312291401
2023-09-08,5,Binance Pool,7,127,125145.7016436390,0.0551181102,876019.9115054726
2023-09-08,6,MARA Pool,5,127,125145.7016436390,0.0393700787,625728.5082181948
2023-09-08,7,SBI Crypto,2,127,125145.7016436390,0.0157480315,250291.4032872779
2023-09-08,8,Braiins Pool,1,127,125145.7016436390,0.0078740157,125145.7016436390
2023-09-08,10,Poolin,1,127,125145.7016436390,0.0078740157,125145.7016436390
2023-09-08,11,Carbon Negative,4,127,125145.7016436390,0.0314960630,500582.8065745558
2023-09-09,0,Foundry USA,53,142,111359.3246152601,0.3732394366,5902044.2046087869
2023-09-09,1,AntPool,40,142,111359.3246152601,0.2816901408,4454372.9846104058
2023-09-09,3,ViaBTC,10,142,111359.3246152601,0.0704225352,1113593.2461526014
2023-09-09,4,F2Pool,18,142,111359.3246152601,0.1267605634,2004467.8430746824
2023-09-09,5,Binance Pool,9,142,111359.3246152601,0.0633802817,1002233.9215373412
2023-09-09,6,MARA Pool,4,142,111359.3246152601,0.0281690141,445437.2984610405
2023-09-09,7,SBI Crypto,1,142,111359.3246152601,0.0070422535,111359.3246152601
2023-09-09,8,Braiins Pool,3,142,111359.3246152601,0.0211267606,334077.9738457804
2023-09-09,9,BTC.com,3,142,111359.3246152601,0.0211267606,334077.9738457804
2023-09-09,11,Carbon Negative,1,142,111359.3246152601,0.0070422535,111359.3246152601
2023-09-10,0,Foundry USA,48,135,115356.3291499871,0.3555555556,5537103.7991993828
2023-09-10,1,AntPool,31,135,115356.3291499871,0.2296296296,3576046.2036496014
2023-09-10,3,ViaBTC,18,135,115356.3291499871,0.1333333333,2076413.9246997684
2023-09-10,4,F2Pool,12,135,115356.3291499871,0.0888888889,1384275.9497998457
2023-09-10,5,Binance Pool,12,135,115356.3291499871,0.0888888889,1384275.9497998457
2023-09-10,6,MARA Pool,6,135,115356.3291499871,0.0444444444,692137.9748999228
2023-09-10,7,SBI Crypto,3,135,115356.3291499871,0.0222222222,346068.9874499614
2023-09-10,8,Braiins Pool,2,135,115356.3291499871,0.0148148148,230712.6582999743
2023-09-10,9,BTC.com,2,135,115356.3291499871,0.0148148148,230712.6582999743
2023-09-10,10,Poolin,1,135,115356.3291499871,0.0074074074,115356.3291499871
2023-09-11,0,Foundry USA,43,146,107304.6145884962,0.2945205479,4614098.4273053370
2023-09-11,1,AntPool,34,146,107304.6145884962,0.2328767123,3648356.8960088710
2023-09-11,3,ViaBTC,18,146,107304.6145884962,0.1232876712,1931483.0625929316
2023-09-11,4,F2Pool,27,146,107304.6145884962,0.1849315068,2897224.5938893976
2023-09-11,5,Binance Pool,8,146,107304.6145884962,0.0547945205,858436.9167079696
2023-09-11,6,MARA Pool,5,146,107304.6145884962,0.0342465753,536523.0729424810
2023-09-11,7,SBI Crypto,3,146,107304.6145884962,0.0205479452,321913.8437654886
2023-09-11,9,BTC.com,4,146,107304.6145884962,0.0273972603,429218.4583539848
2023-09-11,10,Poolin,3,146,107304.6145884962,0.0205479452,321913.8437654886
2023-09-11,11,Carbon Negative,1,146,107304.6145884962,0.0068493151,107304.6145884962
2023-09-12,0,Foundry USA,45,134,118509.8297438899,0.3358208955,5332942.3384750476
2023-09-12,1,AntPool,32,134,118509.8297438899,0.2388059701,3792314.5518044783
2023-09-12,3,ViaBTC,10,134,118509.8297438899,0.0746268657,1185098.2974388995
2023-09-12,4,F2Pool,18,134,118509.8297438899,0.1343283582,2133176.9353900189
2023-09-12,5,Binance Pool,14,134,118509.8297438899,0.1044776119,1659137.6164144592
2023-09-12,6,MARA Pool,5,134,118509.8297438899,0.0373134328,592549.1487194498
2023-09-12,7,SBI Crypto,3,134,118509.8297438899,0.0223880597,355529.4892316698
2023-09-12,8,Braiins Pool,2,134,118509.8297438899,0.0149253731,237019.6594877799
2023-09-12,9,BTC.com,1,134,118509.8297438899,0.0074626866,118509.8297438899
2023-09-12,10,Poolin,1,134,118509.8297438899,0.0074626866,118509.8297438899
2023-09-12,11,Carbon Negative,3,134,118509.8297438899,0.0223880597,355529.4892316698
2023-09-13,0,Foundry USA,49,141,113934.3231638317,0.3475177305,5582781.8350277506
2023-09-13,1,AntPool,28,141,113934.3231638317,0.1985815603,3190161.0485872864
2023-09-13,3,ViaBTC,13,141,113934.3231638317,0.0921985816,1481146.2011298114
2023-09-13,4,F2Pool,25,141,113934.3231638317,0.1773049645,2848358.0790957911
2023-09-13,5,Binance Pool,10,141,113934.3231638317,0.0709219858,1139343.2316383165
2023-09-13,6,MARA Pool,3,141,113934.3231638317,0.0212765957,341802.9694914949
2023-09-13,7,SBI Crypto,4,141,113934.3231638317,0.0283687943,455737.2926553266
2023-09-13,8,Braiins Pool,2,141,113934.3231638317,0.0141843972,227868.6463276633
2023-09-13,9,BTC.com,5,141,113934.3231638317,0.0354609929,569671.6158191583
2023-09-13,10,Poolin,1,141,113934.3231638317,0.0070921986,113934.3231638317
2023-09-13,11,Carbon Negative,1,141,113934.3231638317,0.0070921986,113934.3231638317
2023-09-14,0,Foundry USA,56,156,104588.1493084024,0.3589743590,5856936.3612705339
2023-09-14,1,AntPool,36,156,104588.1493084024,0.2307692308,3765173.3751024855
2023-09-14,3,ViaBTC,20,156,104588.1493084024,0.1282051282,2091762.9861680476
2023-09-14,4,F2Pool,11,156,104588.1493084024,0.0705128205,1150469.6423924263
2023-09-14,5,Binance Pool,13,156,104588.1493084024,0.0833333333,1359645.9410092309
2023-09-14,6,MARA Pool,8,156,104588.1493084024,0.0512820513,836705.1944672191
2023-09-14,7,SBI Crypto,5,156,104588.1493084024,0.0320512821,522940.7465420119
2023-09-14,8,Braiins Pool,4,156,104588.1493084024,0.0256410256,418352.5972336095
2023-09-14,9,BTC.com,1,156,104588.1493084024,0.0064102564,104588.1493084024
2023-09-14,10,Poolin,2,156,104588.1493084024,0.0128205128,209176.2986168048
2023-09-15,0,Foundry USA,47,180,95436.6868556823,0.2611111111,4485524.2822170686
2023-09-15,1,AntPool,51,180,95436.6868556823,0.2833333333,4867271.0296397982
2023-09-15,3,ViaBTC,19,180,95436.6868556823,0.1055555556,1813297.0502579641
2023-09-15,4,F2Pool,23,180,95436.6868556823,0.1277777778,2195043.7976806932
2023-09-15,5,Binance Pool,14,180,95436.6868556823,0.0777777778,1336113.6159795525
2023-09-15,6,MARA Pool,14,180,95436.6868556823,0.0777777778,1336113.6159795525
2023-09-15,7,SBI Crypto,2,180,95436.6868556823,0.0111111111,190873.3737113646
2023-09-15,8,Braiins Pool,2,180,95436.6868556823,0.0111111111,190873.3737113646
2023-09-15,9,BTC.com,3,180,95436.6868556823,0.0166666667,286310.0605670470
2023-09-15,10,Poolin,3,180,95436.6868556823,0.0166666667,286310.0605670470
2023-09-15,11,Carbon Negative,2,180,95436.6868556823,0.0111111111,190873.3737113646
2023-09-16,0,Foundry USA,39,151,114181.1685361799,0.2582781457,4453065.5729110176
2023-09-16,1,AntPool,46,151,114181.1685361799,0.3046357616,5252333.7526642773
2023-09-16,3,ViaBTC,12,151,114181.1685361799,0.0794701987,1370174.0224341592
2023-09-16,4,F2Pool,15,151,114181.1685361799,0.0993377483,1712717.5280426990
2023-09-16,5,Binance Pool,14,151,114181.1685361799,0.0927152318,1598536.3595065190
2023-09-16,6,MARA Pool,10,151,114181.1685361799,0.0662251656,1141811.6853617993
2023-09-16,7,SBI Crypto,6,151,114181.1685361799,0.0397350993,685087.0112170796
2023-09-16,8,Braiins Pool,3,151,114181.1685361799,0.0198675497,342543.5056085398
2023-09-16,9,BTC.com,2,151,114181.1685361799,0.0132450331,228362.3370723599
2023-09-16,10,Poolin,2,151,114181.1685361799,0.0132450331,228362.3370723599
2023-09-16,11,Carbon Negative,2,151,114181.1685361799,0.0132450331,228362.3370723599
2023-09-17,0,Foundry USA,40,143,120788.3412458197,0.2797202797,4831533.6498327870
2023-09-17,1,AntPool,35,143,120788.3412458197,0.2447552448,4227591.9436036889
2023-09-17,3,ViaBTC,19,143,120788.3412458197,0.1328671329,2294978.4836705741
2023-09-17,4,F2Pool,17,143,120788.3412458197,0.1188811189,2053401.8011789345
2023-09-17,5,Binance Pool,11,143,120788.3412458197,0.0769230769,1328671.7537040166
2023-09-17,6,MARA Pool,9,143,120788.3412458197,0.0629370629,1087095.0712123772
2023-09-17,7,SBI Crypto,3,143,120788.3412458197,0.0209790210,362365.0237374590
2023-09-17,8,Braiins Pool,3,143,120788.3412458197,0.0209790210,362365.0237374590
2023-09-17,9,BTC.com,3,143,120788.3412458197,0.0209790210,362365.0237374590
2023-09-17,10,Poolin,2,143,120788.3412458197,0.0139860140,241576.6824916394
2023-09-17,11,Carbon Negative,1,143,120788.3412458197,0.0069930070,120788.3412458197
2023-09-18,0,Foundry USA,40,148,116783.3380976945,0.2702702703,4671333.5239077816
2023-09-18,1,AntPool,34,148,116783.3380976945,0.2297297297,3970633.4953216142
2023-09-18,3,ViaBTC,17,148,116783.3380976945,0.1148648649,1985316.7476608071
2023-09-18,4,F2Pool,27,148,116783.3380976945,0.1824324324,3153150.1286377525
2023-09-18,5,Binance Pool,16,148,116783.3380976945,0.1081081081,1868533.4095631125
2023-09-18,6,MARA Pool,6,148,116783.3380976945,0.0405405405,700700.0285861671
2023-09-18,7,SBI Crypto,2,148,116783.3380976945,0.0135135135,233566.6761953891
2023-09-18,8,Braiins Pool,1,148,116783.3380976945,0.0067567568,116783.3380976945
2023-09-18,9,BTC.com,3,148,116783.3380976945,0.0202702703,350350.0142930836
2023-09-18,10,Poolin,1,148,116783.3380976945,0.0067567568,116783.3380976945
2023-09-18,11,Carbon Negative,1,148,116783.3380976945,0.0067567568,116783.3380976945
2023-09-19,0,Foundry USA,52,135,128722.8569628927,0.3851851852,6693588.5620704219
2023-09-19,1,AntPool,30,135,128722.8569628927,0.2222222222,3861685.7088867817
2023-09-19,3,ViaBTC,14,135,128722.8569628927,0.1037037037,1802119.9974804982
2023-09-19,4,F2Pool,19,135,128722.8569628927,0.1407407407,2445734.2822949616
2023-09-19,5,Binance Pool,8,135,128722.8569628927,0.0592592593,1029782.8557031418
2023-09-19,6,MARA Pool,3,135,128722.8569628927,0.0222222222,386168.5708886782
2023-09-19,7,SBI Crypto,2,135,128722.8569628927,0.0148148148,257445.7139257854
2023-09-19,9,BTC.com,3,135,128722.8569628927,0.0222222222,386168.5708886782
2023-09-19,11,Carbon Negative,4,135,128722.8569628927,0.0296296296,514891.4278515709
2023-09-20,0,Foundry USA,39,138,127137.9315892640,0.2826086957,4958379.3319812967
2023-09-20,1,AntPool,36,138,127137.9315892640,0.2608695652,4576965.5372135043
2023-09-20,3,ViaBTC,15,138,127137.9315892640,0.1086956522,1907068.9738389603
2023-09-20,4,F2Pool,18,138,127137.9315892640,0.1304347826,2288482.7686067522
2023-09-20,5,Binance Pool,15,138,127137.9315892640,0.1086956522,1907068.9738389603
2023-09-20,6,MARA Pool,9,138,127137.9315892640,0.0652173913,1144241.3843033761
2023-09-20,7,SBI Crypto,1,138,127137.9315892640,0.0072463768,127137.9315892640
2023-09-20,8,Braiins Pool,2,138,127137.9315892640,0.0144927536,254275.8631785280
2023-09-20,9,BTC.com,1,138,127137.9315892640,0.0072463768,127137.9315892640
2023-09-20,11,Carbon Negative,2,138,127137.9315892640,0.0144927536,254275.8631785280
2023-09-21,0,Foundry USA,36,133,130388.1156603298,0.2706766917,4693972.1637718715
2023-09-21,1,AntPool,32,133,130388.1156603298,0.2406015038,4172419.7011305522
2023-09-21,3,ViaBTC,11,133,130388.1156603298,0.0827067669,1434269.2722636273
2023-09-21,4,F2Pool,21,133,130388.1156603298,0.1578947368,2738150.4288669247
2023-09-21,5,Binance Pool,11,133,130388.1156603298,0.0827067669,1434269.2722636273
2023-09-21,6,MARA Pool,11,133,130388.1156603298,0.0827067669,1434269.2722636273
