date,pool_name,revenue_usd,cost_usd,Pi_usd
2023-11-26,SBI Crypto,510072.39835835935,294801.8937595699,215270.50459878944
2023-11-26,Solo CK,258124.2527582045,0.0,258124.2527582045
2023-11-26,ULTIMUSPOOL,251545.46317688184,0.0,251545.46317688184
2023-11-26,ViaBTC,3602724.4782439657,2063613.2563169887,1539111.221926977
2023-11-27,AntPool,9556737.710532032,5991046.714667125,3565690.9958649073
2023-11-27,BTC.com,259247.85699093668,161920.1814774899,97327.67551344677
2023-11-27,Binance Pool,2607514.420343444,1619201.8147748986,988312.6055685456
2023-11-27,Carbon Negative,255583.0713524308,161920.1814774899,93662.88987494088
2023-11-27,F2Pool,4922840.916750696,3076483.4480723073,1846357.4686783883
2023-11-27,Foundry USA,9291485.38657961,5829126.533189635,3462358.8533899756
2023-11-27,GDPool,264747.39028465276,0.0,264747.39028465276
2023-11-27,Luxor,777624.5271414442,0.0,777624.5271414442
2023-11-27,MARA Pool,1583294.776503201,971521.0888649392,611773.6876382619
2023-11-27,NiceHash,265309.8272621857,0.0,265309.8272621857
2023-11-27,Poolin,256965.31796215885,161920.1814774899,95045.13648466894
2023-11-27,SBI Crypto,255128.82755697105,161920.1814774899,93208.64607948114
2023-11-27,ULTIMUSPOOL,272390.4445814128,0.0,272390.4445814128
2023-11-27,ViaBTC,3084241.4527049535,1943042.177729878,1141199.2749750754
2023-11-28,AntPool,14843984.583234264,8219925.704361791,6624058.878872473
2023-11-28,BTC.com,510632.09203256154,283445.71394351,227186.37808905152
2023-11-28,Binance Pool,2608317.59531748,1417228.5697175502,1191089.02559993
2023-11-28,Braiins Pool,252235.40268305223,141722.856971755,110512.54571129722
2023-11-28,Carbon Negative,1014697.2506839724,566891.42788702,447805.8227969523
2023-11-28,F2Pool,3341357.74487661,1842397.1406328152,1498960.604243795
2023-11-28,Foundry USA,8549202.198519656,4676854.280067915,3872347.9184517413
2023-11-28,GDPool,254293.5117405649,0.0,254293.5117405649
2023-11-28,Luxor,1051548.19409288,0.0,1051548.19409288
2023-11-28,MARA Pool,1021946.2401677661,566891.42788702,455054.81228074606
2023-11-28,SBI Crypto,519280.39265851164,283445.71394351,235834.67871500162
2023-11-28,Unknown,250989.10486781335,141722.856971755,109266.24789605834
2023-11-28,ViaBTC,3586985.4902188806,1984119.99760457,1602865.4926143107
2023-11-29,AntPool,8639567.13681149,5350120.9234287,3289446.213382789
2023-11-29,BTC.com,1019713.3103660393,629425.9909916118,390287.31937442743
2023-11-29,Binance Pool,3591369.978826712,2202990.9684706414,1388379.0103560705
2023-11-29,Braiins Pool,499949.1608114665,314712.9954958059,185236.1653156606
2023-11-29,F2Pool,4096821.6569039277,2517703.9639664474,1579117.6929374803
2023-11-29,Foundry USA,9435943.037793772,5822190.4166724095,3613752.621121363
2023-11-29,Luxor,1762540.3132294726,0.0,1762540.3132294726
2023-11-29,MARA Pool,500550.223055606,314712.9954958059,185837.22755980009
2023-11-29,Mining-Dutch,265469.979105149,0.0,265469.979105149
2023-11-29,SBI Crypto,773040.0176890003,472069.4932437089,300970.52444529143
2023-11-29,ViaBTC,4070831.607239758,2517703.9639664474,1553127.6432733107
2023-11-30,AntPool,9501698.188557526,5967044.011704956,3534654.17685257
2023-11-30,BTC.com,747342.037487365,483814.3793274289,263527.6581599361
2023-11-30,Binance Pool,2292288.785897263,1451443.1379822867,840845.6479149761
2023-11-30,F2Pool,3076579.6115678195,1935257.5173097155,1141322.094258104
2023-11-30,Foundry USA,9058236.180706564,5644501.092153337,3413735.0885532275
2023-11-30,Luxor,2327236.877735279,0.0,2327236.877735279
2023-11-30,MARA Pool,1002777.3392550433,645085.8391032385,357691.50015180476
2023-11-30,Poolin,497585.1071553102,322542.9195516193,175042.1876036909
2023-11-30,SBI Crypto,1013997.2468570091,645085.8391032385,368911.4077537706
2023-11-30,Terra Pool,252007.66825961287,0.0,252007.66825961287
2023-11-30,ViaBTC,4546987.741958306,2902886.2759645735,1644101.4659937327
2023-12-01,AntPool,12903251.286906105,6093101.289005873,6810149.997900232
2023-12-01,BTC.com,1340013.8162964415,621745.0294903952,718268.7868060463
2023-12-01,Binance Pool,2640404.4424002958,1243490.0589807904,1396914.3834195053
2023-12-01,Carbon Negative,545181.298834275,248698.0117961581,296483.2870381169
2023-12-01,F2Pool,3743831.8626124184,1740886.0825731065,2002945.7800393119
2023-12-01,Foundry USA,13056399.513827493,6093101.289005873,6963298.224821621
2023-12-01,GDPool,256389.25600102497,0.0,256389.25600102497
2023-12-01,Luxor,789360.3683122499,0.0,789360.3683122499
2023-12-01,MARA Pool,2396742.3271303875,1119141.0530827113,1277601.2740476762
2023-12-01,OCEAN,253384.7290729875,0.0,253384.7290729875
2023-12-01,Poolin,1042317.7803654798,497396.0235923161,544921.7567731637
2023-12-01,SBI Crypto,291886.4862851625,124349.005898079,167537.4803870835
2023-12-01,Terra Pool,266594.2058089061,0.0,266594.2058089061
2023-12-01,ULTIMUSPOOL,298885.9953544875,0.0,298885.9953544875
2023-12-01,ViaBTC,5005886.212376803,2362631.1120635015,2643255.1003133017
2023-12-02,AntPool,7252345.863313047,4380376.338897159,2871969.524415888
2023-12-02,Binance Pool,1603669.2838578692,973416.9641993688,630252.3196585004
2023-12-02,Carbon Negative,258976.25652916008,162236.1606998948,96740.09582926528
2023-12-02,F2Pool,5886763.894199078,3569195.5353976856,2317568.3588013924
2023-12-02,Foundry USA,11474617.8578251,6976154.910095477,4498462.947729624
2023-12-02,GDPool,269647.95297642925,0.0,269647.95297642925
2023-12-02,Luxor,1332252.5463772237,0.0,1332252.5463772237
2023-12-02,MARA Pool,811210.131199544,486708.4820996844,324501.6490998595
2023-12-02,Poolin,259269.50700496245,162236.1606998948,97033.34630506765
2023-12-02,SBI Crypto,789441.7097596258,486708.4820996844,302733.2276599414
2023-12-02,ViaBTC,3993995.561479315,2433542.410498422,1560453.150980893
2023-12-03,AntPool,12814346.69732477,5618114.206814978,7196232.490509791
2023-12-03,BTC.com,569915.9134110375,249693.9647473324,320221.94866370515
2023-12-03,Binance Pool,5971444.619950795,2621786.6298469896,3349657.990103805
2023-12-03,Braiins Pool,560556.310616697,249693.9647473324,310862.34586936457
2023-12-03,F2Pool,4589294.465213624,1997551.7179786589,2591742.7472349647
2023-12-03,Foundry USA,13139605.926146062,5742961.189188644,7396644.736957418
2023-12-03,Luxor,862382.3564864702,0.0,862382.3564864702
2023-12-03,MARA Pool,2279542.46287632,998775.8589893294,1280766.6038869903
2023-12-03,OCEAN,276445.35239276284,0.0,276445.35239276284
2023-12-03,Poolin,278166.99020209984,124846.9823736662,153320.00782843365
2023-12-03,SBI Crypto,1138767.3528565613,499387.9294946647,639379.4233618965
2023-12-03,ULTIMUSPOOL,285619.01498607546,0.0,285619.01498607546
2023-12-03,ViaBTC,4272792.218141742,1872704.7356049928,2400087.482536749
2023-12-04,AntPool,12066260.818744482,5600584.107700964,6465676.711043518
2023-12-04,Binance Pool,2724730.9082367234,1260131.4242327171,1464599.4840040063
2023-12-04,Braiins Pool,295038.5691500076,140014.6026925241,155023.96645748353
2023-12-04,Carbon Negative,292712.6219582703,140014.6026925241,152698.01926574623
2023-12-04,F2Pool,5169877.476600397,2380248.2457729094,2789629.230827488
2023-12-04,Foundry USA,16149691.775563635,7420773.942703778,8728917.832859857
2023-12-04,Luxor,1784129.3703785804,0.0,1784129.3703785804
2023-12-04,MARA Pool,1818618.342037149,840087.6161551448,978530.7258820042
2023-12-04,Mining-Dutch,305496.8551014072,0.0,305496.8551014072
2023-12-04,Poolin,603957.6640618041,280029.2053850482,323928.4586767559
2023-12-04,SBI Crypto,285617.28522633517,140014.6026925241,145602.68253381108
2023-12-04,ULTIMUSPOOL,609843.438756852,0.0,609843.438756852
2023-12-04,ViaBTC,4940544.312713483,2240233.643080386,2700310.6696330975
2023-12-05,AntPool,13994339.694589317,6178437.569164695,7815902.125424622
2023-12-05,Binance Pool,2557257.324614401,1081226.5746038216,1476030.7500105794
2023-12-05,Braiins Pool,1057865.128235894,463382.8176873522,594482.3105485418
2023-12-05,Carbon Negative,1059206.9160190467,463382.8176873522,595824.0983316945
2023-12-05,F2Pool,7033364.173171342,3089218.7845823476,3944145.3885889947
2023-12-05,Foundry USA,10567699.388599807,4633828.176873522,5933871.2117262855
2023-12-05,Luxor,1825121.9691518554,0.0,1825121.9691518554
2023-12-05,MARA Pool,2438146.5534485914,1081226.5746038216,1356919.9788447698
2023-12-05,Poolin,1430921.4388428277,617843.7569164695,813077.6819263581
2023-12-05,SBI Crypto,1033409.990804333,463382.8176873522,570027.1731169808
2023-12-05,Terra Pool,385725.0869456969,0.0,385725.0869456969
2023-12-05,ULTIMUSPOOL,353660.11621865846,0.0,353660.11621865846
2023-12-05,ViaBTC,4847766.398624008,2162453.1492076432,2685313.2494163644
2023-12-06,AntPool,14248036.164628098,6061942.781043757,8186093.383584341
2023-12-06,BTC.com,743207.7539551647,310868.8605663465,432338.8933888182
2023-12-06,Binance Pool,4017381.1236661114,1709778.7331149057,2307602.3905512057
2023-12-06,Braiins Pool,418089.9510062657,155434.4302831732,262655.5207230925
2023-12-06,Carbon Negative,1096707.9222576478,466303.2908495198,630404.6314081281
2023-12-06,F2Pool,1510430.9126413336,621737.721132693,888693.1915086407
2023-12-06,Foundry USA,14574678.493369965,6217377.21132693,8357301.282043035
2023-12-06,Luxor,1496960.6742637837,0.0,1496960.6742637837
2023-12-06,MARA Pool,2233582.450636711,932606.5816990396,1300975.8689376714
2023-12-06,NiceHash,391908.7602633082,0.0,391908.7602633082
2023-12-06,Poolin,407807.0124878532,155434.4302831732,252372.58220468
2023-12-06,SBI Crypto,1110389.7157546922,466303.2908495198,644086.4249051724
2023-12-06,Terra Pool,369879.0287086042,0.0,369879.0287086042
2023-12-06,ViaBTC,7467720.1432997435,3108688.605663465,4359031.537636278
2023-12-07,AntPool,13183684.22808755,6967398.330035064,6216285.898052486
2023-12-07,Binance Pool,3293195.242651553,1786512.3923166832,1506682.8503348697
2023-12-07,Braiins Pool,664421.273906054,357302.4784633367,307118.79544271727
2023-12-07,F2Pool,4459886.662237638,2322466.1100116884,2137420.5522259492
2023-12-07,Foundry USA,9562318.710535403,5180885.937718381,4381432.772817022
2023-12-07,Luxor,1289444.3251319139,0.0,1289444.3251319139
2023-12-07,MARA Pool,1335116.8150781612,714604.9569266733,620511.8581514879
2023-12-07,SBI Crypto,320399.91180369625,178651.2392316683,141748.67257202795
2023-12-07,ViaBTC,4578000.598213016,2322466.1100116884,2255534.4882013276
2023-12-08,AntPool,15948740.383526295,7112205.991151887,8836534.392374408
2023-12-08,Binance Pool,3585881.9675700003,1596617.6714830766,1989264.2960869237
2023-12-08,Braiins Pool,608896.5935922989,290294.1220878321,318602.47150446684
2023-12-08,F2Pool,4638263.944320029,2032058.8546148248,2606205.0897052037
2023-12-08,Foundry USA,9661796.961754471,4354411.831317482,5307385.1304369895
2023-12-08,Luxor,963143.6967029141,0.0,963143.6967029141
2023-12-08,MARA Pool,2278932.013845264,1016029.4273074124,1262902.5865378515
2023-12-08,Poolin,345071.2345863848,145147.0610439161,199924.1735424687
2023-12-08,SBI Crypto,369449.5242930195,145147.0610439161,224302.4632491034
2023-12-08,ViaBTC,5706364.4796943115,2467500.0377465733,3238864.441947738
2023-12-09,AntPool,12559277.146924295,5292848.350355429,7266428.796568866
2023-12-09,BTC.com,301171.5302465259,129093.8622037909,172077.668042735
2023-12-09,Binance Pool,4306230.79357498,1807314.0708530731,2498916.7227219073
2023-12-09,Braiins Pool,884748.271341788,387281.5866113728,497466.6847304152
2023-12-09,Carbon Negative,609987.0711396234,258187.7244075819,351799.3467320415
2023-12-09,F2Pool,5672854.813610632,2323689.519668237,3349165.293942395
2023-12-09,Foundry USA,12164470.626203416,4905566.763744055,7258903.862459361
2023-12-09,Luxor,1204432.111010321,0.0,1204432.111010321
2023-12-09,MARA Pool,3386823.4283104204,1420032.4842417005,1966790.9440687199
2023-12-09,Poolin,619521.7249211597,258187.7244075819,361334.0005135778
2023-12-09,SBI Crypto,933118.370573804,387281.5866113728,545836.7839624311
2023-12-09,ViaBTC,6463037.381404057,2581877.244075819,3881160.137328238
2023-12-10,AntPool,12313722.763490047,5575630.437270217,6738092.326219831
2023-12-10,BTC.com,313067.5442523346,139390.7609317554,173676.78332057924
2023-12-10,Binance Pool,933334.0590786777,418172.2827952662,515161.7762834115
2023-12-10,Braiins Pool,942481.5737459771,418172.2827952662,524309.2909507109
2023-12-10,Carbon Negative,902960.5325104152,418172.2827952662,484788.249715149
2023-12-10,F2Pool,6450234.887932341,2927205.9795668637,3523028.908365477
2023-12-10,Foundry USA,11763665.777880074,5296848.915406706,6466816.862473369
2023-12-10,Luxor,625463.9211990142,0.0,625463.9211990142
2023-12-10,MARA Pool,2187304.0643404247,975735.326522288,1211568.7378181368
2023-12-10,SBI Crypto,292827.10706934176,139390.7609317554,153436.34613758637
2023-12-10,ViaBTC,6676859.41963974,2927205.9795668637,3749653.4400728764
2023-12-11,AntPool,12408169.813380433,5254149.382993692,7154020.430386742
2023-12-11,Binance Pool,2988120.438788887,1250987.9483318315,1737132.4904570556
2023-12-11,Carbon Negative,1422394.4539322273,625493.9741659157,796900.4797663116
2023-12-11,F2Pool,6682971.840518121,2877272.2811632124,3805699.5593549083
2023-12-11,Foundry USA,14312922.545537332,6004742.15199279,8308180.393544542
2023-12-11,Luxor,857609.6139397442,0.0,857609.6139397442
2023-12-11,MARA Pool,2555062.266920655,1125889.1534986482,1429173.1134220068
2023-12-11,Poolin,294917.2503315012,125098.7948331831,169818.45549831807
2023-12-11,SBI Crypto,852599.9767964897,375296.3844995494,477303.5922969403
2023-12-11,ViaBTC,3848673.605819783,1626284.332831381,2222389.2729884023
2023-12-11,WhitePool,295096.98064053536,0.0,295096.98064053536
2023-12-12,AntPool,11626891.603251556,5610535.818162311,6016355.785089245
2023-12-12,BTC.com,290174.80078222416,140263.3954540578,149911.40532816635
2023-12-12,Binance Pool,2645157.6918200483,1262370.55908652,1382787.1327335283
2023-12-12,Braiins Pool,292475.66801856144,140263.3954540578,152212.27256450363
2023-12-12,F2Pool,6197060.10225081,2945531.3045352134,3251528.7977155964
2023-12-12,Foundry USA,9944038.943812972,4768955.445437965,5175083.498375007
2023-12-12,Luxor,1174604.0549794477,0.0,1174604.0549794477
2023-12-12,MARA Pool,1496441.8711063063,701316.9772702889,795124.8938360175
2023-12-12,Poolin,558826.4213031229,280526.7909081156,278299.63039500726
2023-12-12,SBI Crypto,1172037.996989617,561053.5818162311,610984.4151733858
2023-12-12,ULTIMUSPOOL,571105.8883789494,0.0,571105.8883789494
2023-12-12,Unknown,297353.3486687737,140263.3954540578,157089.9532147159
2023-12-12,ViaBTC,5831662.853496381,2805267.909081155,3026394.944415226
2023-12-13,AntPool,13753573.426682144,5752137.257398444,8001436.1692837
2023-12-13,BTC.com,352887.3029773559,136955.6489856773,215931.65399167858
2023-12-13,Binance Pool,2625147.4115035683,1095645.191885418,1529502.2196181503
2023-12-13,Braiins Pool,688405.2488889878,273911.2979713545,414493.9509176333
2023-12-13,Carbon Negative,933032.0097811336,410866.9469570317,522165.06282410194
2023-12-13,F2Pool,3139374.984349236,1369556.4898567726,1769818.4944924633
2023-12-13,Foundry USA,14062122.277531223,5889092.906384122,8173029.371147102
2023-12-13,Luxor,997146.5876610035,0.0,997146.5876610035
2023-12-13,MARA Pool,3180919.783029459,1369556.4898567726,1811363.2931726864
2023-12-13,Poolin,319350.4805149125,136955.6489856773,182394.8315292352
2023-12-13,SBI Crypto,1321284.3240201261,547822.595942709,773461.7280774171
2023-12-13,SECPOOL,338719.9079476383,0.0,338719.9079476383
2023-12-13,Terra Pool,338946.29043179296,0.0,338946.29043179296
2023-12-13,ULTIMUSPOOL,322824.29093742184,0.0,322824.29093742184
2023-12-13,ViaBTC,6107134.823466584,2602157.330727868,3504977.4927387163
2023-12-14,1THash,393450.3922030453,0.0,393450.3922030453
2023-12-14,AntPool,14608808.753700914,5618424.726704659,8990384.026996255
2023-12-14,BTC.com,1439068.802042291,576248.6899184266,862820.1121238645
2023-12-14,Binance Pool,2178369.2379943887,864373.0348776398,1313996.203116749
2023-12-14,Braiins Pool,395319.309260541,144062.1724796066,251257.13678093438
2023-12-14,Carbon Negative,383893.56449557695,144062.1724796066,239831.39201597034
2023-12-14,F2Pool,5370686.68108994,2160932.5871940996,3209754.09389584
2023-12-14,Foundry USA,12892296.592377154,5042176.036786232,7850120.555590922
2023-12-14,Luxor,1129031.2579081606,0.0,1129031.2579081606
2023-12-14,MARA Pool,3317669.314890331,1296559.5523164598,2021109.7625738713
2023-12-14,SBI Crypto,1433862.6160130918,576248.6899184266,857613.9260946652
2023-12-14,SECPOOL,673143.98358336,0.0,673143.98358336
2023-12-14,ViaBTC,9542468.716153305,3745616.484469773,5796852.231683532
2023-12-15,AntPool,16815675.625966042,5819157.5087459525,10996518.117220089
2023-12-15,Binance Pool,4058253.32071164,1422460.7243601216,2635792.5963515183
2023-12-15,Braiins Pool,391526.1383134204,129314.6113054656,262211.5270079548
2023-12-15,Carbon Negative,703587.719899377,258629.2226109312,444958.49728844577
2023-12-15,F2Pool,8838190.046063593,3103550.6713311747,5734639.374732418
2023-12-15,Foundry USA,13105962.088376937,4526011.395691296,8579950.692685641
2023-12-15,Luxor,758573.776640217,0.0,758573.776640217
2023-12-15,MARA Pool,4855956.292473243,1681089.9469710528,3174866.34550219
2023-12-15,NiceHash,338282.250217889,0.0,338282.250217889
2023-12-15,SBI Crypto,3259531.8187182676,1163831.5017491905,2095700.316969077
2023-12-15,ViaBTC,7341423.627675692,2586292.226109312,4755131.40156638
2023-12-16,AntPool,18537265.894756895,6022017.621452209,12515248.273304686
2023-12-16,BTC.com,352189.3365090703,140046.9214291211,212142.4150799492
2023-12-16,Binance Pool,4702336.553145293,1540516.1357203326,3161820.4174249605
2023-12-16,Braiins Pool,566232.4204445624,140046.9214291211,426185.49901544134
2023-12-16,F2Pool,5233025.669746547,1820609.9785785747,3412415.691167972
2023-12-16,Foundry USA,18639194.691334616,6162064.5428813305,12477130.148453286
2023-12-16,Luxor,1139358.848303291,0.0,1139358.848303291
2023-12-16,MARA Pool,2580634.0445104684,840281.5285747268,1740352.5159357416
2023-12-16,Mining-Dutch,545689.3476147768,0.0,545689.3476147768
2023-12-16,SBI Crypto,2831026.092424678,980328.450003848,1850697.6424208302
2023-12-16,SECPOOL,441119.8181360695,0.0,441119.8181360695
2023-12-16,ViaBTC,8363309.497304362,2940985.350011544,5422324.147292819
2023-12-17,1THash,483723.3314467207,0.0,483723.3314467207
2023-12-17,AntPool,12603983.409195514,4303787.523453155,8300195.88574236
2023-12-17,Binance Pool,4146970.6077351025,1434595.8411510517,2712374.766584051
2023-12-17,Braiins Pool,2332851.977870518,860757.504690631,1472094.473179887
2023-12-17,Carbon Negative,839658.9263506725,286919.1682302103,552739.7581204622
2023-12-17,F2Pool,6997725.9767628545,2438812.9299567877,4558913.046806067
2023-12-17,Foundry USA,17499383.055175725,6312221.701064627,11187161.354111098
2023-12-17,Luxor,1418114.4697954773,0.0,1418114.4697954773
2023-12-17,MARA Pool,3462289.108240041,1147676.6729208413,2314612.4353191997
2023-12-17,NiceHash,349215.76743149,0.0,349215.76743149
2023-12-17,Poolin,392525.7931034439,143459.5841151052,249066.20898833874
2023-12-17,SBI Crypto,1576195.0314929332,573838.3364604206,1002356.6950325125
2023-12-17,ViaBTC,9518647.582208918,3299570.4346474186,6219077.1475615
2023-12-18,AntPool,15246309.753307827,5387291.262937044,9859018.490370784
2023-12-18,BTC.com,1816567.3592322043,656986.7393825663,1159580.619849638
2023-12-18,Binance Pool,3223623.284881217,1182576.1308886197,2041047.1539925972
2023-12-18,Braiins Pool,321677.98878720746,131397.3478765133,190280.64091069417
2023-12-18,Carbon Negative,1121600.873124478,394192.0436295398,727408.8294949381
2023-12-18,F2Pool,7912044.101716533,2890741.6532832915,5021302.448433242
2023-12-18,Foundry USA,16268701.780721523,5781483.306566583,10487218.47415494
2023-12-18,Luxor,1353895.94867864,0.0,1353895.94867864
2023-12-18,MARA Pool,4602805.132641498,1576768.1745181591,3026036.958123339
2023-12-18,NiceHash,390983.64379160624,0.0,390983.64379160624
2023-12-18,Poolin,687186.8939270328,262794.6957530265,424392.1981740063
2023-12-18,SBI Crypto,1060958.5280151146,394192.0436295398,666766.4843855748
2023-12-18,SECPOOL,713787.052569629,0.0,713787.052569629
2023-12-18,ULTIMUSPOOL,432438.1540707638,0.0,432438.1540707638
2023-12-18,ViaBTC,6360071.046424402,2365152.261777239,3994918.784647163
2023-12-19,AntPool,15035641.536204016,5452459.528244296,9583182.00795972
2023-12-19,BTC.com,659272.2070114899,272622.9764122148,386649.2305992751
2023-12-19,Binance Pool,3226418.015589721,1226803.3938549666,1999614.6217347544
2023-12-19,Braiins Pool,758863.3646626612,272622.9764122148,486240.3882504464
2023-12-19,Carbon Negative,797457.2438180312,272622.9764122148,524834.2674058164
2023-12-19,F2Pool,9707314.760436535,3544098.6933587925,6163216.067077743
2023-12-19,Foundry USA,19758071.991451494,6815574.41030537,12942497.581146125
2023-12-19,Luxor,1081323.8627754415,0.0,1081323.8627754415
2023-12-19,MARA Pool,1092364.1491984318,408934.4646183222,683429.6845801095
2023-12-19,Poolin,1172670.5424566348,408934.4646183222,763736.0778383126
2023-12-19,SBI Crypto,1379065.1624488712,545245.9528244296,833819.2096244416
2023-12-19,SECPOOL,693589.4995509756,0.0,693589.4995509756
2023-12-19,ViaBTC,6021580.110067051,2180983.8112977184,3840596.2987693325
2023-12-20,AntPool,12648338.532134593,4726529.529670218,7921809.0024643745
2023-12-20,BTC.com,776776.55411475,304937.3890109818,471839.16510376823
2023-12-20,Binance Pool,3870837.570670425,1524686.9450549092,2346150.6256155157
2023-12-20,Braiins Pool,875005.657396605,304937.3890109818,570068.2683856232
2023-12-20,Carbon Negative,374005.8920813469,152468.6945054909,221537.197575856
2023-12-20,F2Pool,5757495.936582097,2287030.417582364,3470465.518999733
2023-12-20,Foundry USA,24173706.458110668,9148121.670329455,15025584.787781212
2023-12-20,GDPool,470792.28554874,0.0,470792.28554874
2023-12-20,Luxor,1136580.7167006074,0.0,1136580.7167006074
2023-12-20,MARA Pool,924006.8400852497,304937.3890109818,619069.451074268
2023-12-20,Poolin,767272.83512582,304937.3890109818,462335.44611483824
2023-12-20,SBI Crypto,1422364.8659825248,457406.0835164727,964958.7824660521
2023-12-20,SECPOOL,389449.6444117125,0.0,389449.6444117125
2023-12-20,ViaBTC,4695895.434693217,1829624.3340658909,2866271.1006273264
2023-12-21,AntPool,14327288.79196892,5647431.024572172,8679857.767396748
2023-12-21,BTC.com,1295611.495629704,457899.8128031491,837711.682826555
2023-12-21,Binance Pool,3512028.5950538153,1373699.4384094472,2138329.156644368
2023-12-21,Braiins Pool,806789.2849689226,305266.5418687661,501522.74310015654
2023-12-21,Carbon Negative,790093.7434004298,305266.5418687661,484827.20153166377
2023-12-21,F2Pool,4963703.826123088,1831599.2512125964,3132104.5749104912
2023-12-21,Foundry USA,21278221.26133634,8089563.359522301,13188657.90181404
2023-12-21,Luxor,411087.4002345043,0.0,411087.4002345043
2023-12-21,MARA Pool,2767438.775109505,1068432.8965406814,1699005.8785688234
2023-12-21,Poolin,428592.6655818272,152633.270934383,275959.39464744425
2023-12-21,SECPOOL,1114585.661949118,0.0,1114585.661949118
2023-12-21,Terra Pool,381829.5999362577,0.0,381829.5999362577
2023-12-21,ULTIMUSPOOL,383098.51165826846,0.0,383098.51165826846
2023-12-21,ViaBTC,5434838.215213655,2136865.7930813627,3297972.422132292
2023-12-22,1THash,373498.515940697,0.0,373498.515940697
2023-12-22,AntPool,15941027.856650941,5873831.161585884,10067196.695065057
2023-12-22,BTC.com,707978.754023917,266992.3255266311,440986.42849728593
2023-12-22,Binance Pool,2961225.157323282,1067969.3021065244,1893255.8552167579
2023-12-22,Braiins Pool,399316.4172792398,133496.1627633155,265820.2545159243
2023-12-22,F2Pool,7935363.661911936,2936915.580792942,4998448.081118993
2023-12-22,Foundry USA,19961654.731755275,7342288.951982355,12619365.77977292
2023-12-22,Luxor,1846015.1909060457,0.0,1846015.1909060457
2023-12-22,MARA Pool,3848583.713732388,1468457.790396471,2380125.923335917
2023-12-22,SBI Crypto,655225.208420417,266992.3255266311,388232.88289378595
2023-12-22,SECPOOL,356316.35040240816,0.0,356316.35040240816
2023-12-22,ViaBTC,5558166.99212682,2135938.6042130487,3422228.387913771
2023-12-23,AntPool,13163725.512137054,5663523.812822472,7500201.699314581
2023-12-23,Binance Pool,3292339.3326680707,1415880.953205618,1876458.3794624526
2023-12-23,Braiins Pool,986833.3408811961,424764.2859616855,562069.0549195106
2023-12-23,F2Pool,8508139.010294484,3681290.478334607,4826848.531959876
2023-12-23,Foundry USA,17431546.046587896,7504169.051989776,9927376.99459812
2023-12-23,GDPool,351534.7798848805,0.0,351534.7798848805
2023-12-23,Luxor,957029.6527302657,0.0,957029.6527302657
2023-12-23,MARA Pool,2254512.7449272466,991116.6672439328,1263396.0776833137
2023-12-23,Poolin,335589.63127892057,141588.0953205618,194001.53595835876
2023-12-23,SBI Crypto,697862.2954464809,283176.1906411236,414686.10480535723
2023-12-23,Terra Pool,348453.37031816074,0.0,348453.37031816074
2023-12-23,ViaBTC,4070707.528494668,1699057.143846742,2371650.3846479263
2023-12-23,WhitePool,362541.9362145115,0.0,362541.9362145115
2023-12-24,AntPool,15355348.542156942,6833680.530964194,8521668.011192748
2023-12-24,BTC.com,339020.6035161923,139462.8679788611,199557.7355373312
2023-12-24,Binance Pool,1869952.291203995,836777.2078731665,1033175.0833308285
2023-12-24,Braiins Pool,1219558.5519301181,557851.4719154444,661707.0800146738
2023-12-24,Carbon Negative,617689.1475589618,278925.7359577222,338763.4116012396
2023-12-24,F2Pool,6233128.20068325,2789257.359577222,3443870.8411060283
2023-12-24,Foundry USA,14507783.20238109,6415291.92702761,8092491.275353479
2023-12-24,Luxor,1272827.283521084,0.0,1272827.283521084
2023-12-24,MARA Pool,2237571.757478304,976240.0758520276,1261331.6816262766
2023-12-24,NiceHash,312551.61415105383,0.0,312551.61415105383
2023-12-24,Poolin,942733.6250539876,418388.6039365833,524345.0211174043
2023-12-24,SBI Crypto,1278481.7956341677,557851.4719154444,720630.3237187234
2023-12-24,SECPOOL,324813.2938256193,0.0,324813.2938256193
2023-12-24,ULTIMUSPOOL,990795.8415444931,0.0,990795.8415444931
2023-12-24,Unknown,312197.30226110865,139462.8679788611,172734.43428224756
2023-12-24,ViaBTC,5656061.933497982,2510331.6236194996,3145730.3098784825
2023-12-24,WhitePool,316798.4758106143,0.0,316798.4758106143
2023-12-25,AntPool,10767728.656274157,5476869.826412653,5290858.829861504
2023-12-25,BTC.com,649006.9171077681,331931.5046310698,317075.41247669834
2023-12-25,Binance Pool,1974099.088456299,995794.5138932096,978304.5745630893
2023-12-25,F2Pool,6992019.409313462,3485280.798626234,3506738.610687228
2023-12-25,Foundry USA,13056777.239516614,6638630.092621397,6418147.146895217
2023-12-25,Luxor,1317171.895381097,0.0,1317171.895381097
2023-12-25,MARA Pool,2930914.066075819,1493691.7708398143,1437222.2952360047
2023-12-25,Poolin,320635.7274877794,165965.7523155349,154669.9751722445
2023-12-25,SBI Crypto,651883.6180568228,331931.5046310698,319952.113425753
2023-12-25,SECPOOL,625752.1471651935,0.0,625752.1471651935
2023-12-25,ViaBTC,6041254.5888762865,3153349.2939951634,2887905.294881123
2023-12-26,AntPool,10765055.251821788,5748785.697540928,5016269.55428086
2023-12-26,BTC.com,632244.4987681387,338163.8645612311,294080.6342069076
2023-12-26,Binance Pool,2482171.1911639767,1352655.4582449242,1129515.7329190525
