date,pool_name,revenue_usd,cost_usd,Pi_usd
2024-06-25,WhitePool,417787.3527126305,0.0,417787.3527126305
2024-06-26,AntPool,6587370.032519652,5594008.299051169,993361.7334684823
2024-06-26,BTC.com,204197.4755205243,169515.4030015506,34682.0725189737
2024-06-26,Binance Pool,1011522.597658922,847577.0150077529,163945.58265116904
2024-06-26,Braiins Pool,427007.5078825515,339030.8060031012,87976.7018794503
2024-06-26,Carbon Negative,403193.1074801474,339030.8060031012,64162.30147704616
2024-06-26,F2Pool,4257010.449773558,3559823.4630325623,697186.9867409961
2024-06-26,Foundry USA,4616557.476303605,3898854.269035663,717703.2072679424
2024-06-26,Luxor,205647.5495820825,0.0,205647.5495820825
2024-06-26,MARA Pool,1229325.5361370144,1017092.4180093036,212233.11812771077
2024-06-26,Poolin,199536.20533210816,169515.4030015506,30020.802330557548
2024-06-26,SBI Crypto,207138.62131144985,169515.4030015506,37623.21830989924
2024-06-26,SECPOOL,399626.8416744658,0.0,399626.8416744658
2024-06-26,SpiderPool,1210844.9310679808,0.0,1210844.9310679808
2024-06-26,ViaBTC,3227082.9461005535,2712246.44802481,514836.4980757437
2024-06-26,WhitePool,196237.3074334878,0.0,196237.3074334878
2024-06-27,AntPool,7447290.553477616,5924349.59047163,1522940.963005986
2024-06-27,BTC.com,201020.81548024993,160117.5564992332,40903.25898101673
2024-06-27,Binance Pool,408583.8430727846,320235.1129984665,88348.73007431813
2024-06-27,Braiins Pool,399967.6351127262,320235.1129984665,79732.52211425971
2024-06-27,Carbon Negative,200791.5452055184,160117.5564992332,40673.98870628519
2024-06-27,F2Pool,3241562.9342238964,2561880.903987732,679682.0302361646
2024-06-27,Foundry USA,5872424.0975550795,4643409.138477764,1229014.9590773154
2024-06-27,Luxor,608730.1436886885,0.0,608730.1436886885
2024-06-27,MARA Pool,1000597.6486451728,800587.7824961662,200009.86614900664
2024-06-27,Poolin,601161.6389373164,480352.6694976997,120808.96943961666
2024-06-27,SBI Crypto,606556.2068569124,480352.6694976997,126203.53735921264
2024-06-27,SECPOOL,611102.7692925542,0.0,611102.7692925542
2024-06-27,SpiderPool,1002405.3558934254,0.0,1002405.3558934254
2024-06-27,Unknown,211532.4349155518,160117.5564992332,51414.87841631859
2024-06-27,ViaBTC,3433443.4707347983,2721998.4604869653,711445.0102478331
2024-06-27,WhitePool,400757.4320685661,0.0,400757.4320685661
2024-06-28,AntPool,6687634.181156344,5144353.711305591,1543280.4698507525
2024-06-28,BTC.com,388597.4707477258,302609.0418415054,85988.42890622042
2024-06-28,Binance Pool,203973.844510966,151304.5209207527,52669.32359021332
2024-06-28,Braiins Pool,197982.9300187386,151304.5209207527,46678.40909798592
2024-06-28,F2Pool,2778755.8707987936,2118263.2928905375,660492.5779082561
2024-06-28,Foundry USA,7906654.738234138,6052180.8368301075,1854473.9014040306
2024-06-28,MARA Pool,1182479.106236233,907827.1255245162,274651.9807117167
2024-06-28,Poolin,199837.34842341952,151304.5209207527,48532.82750266683
2024-06-28,SBI Crypto,404549.79387934366,302609.0418415054,101940.75203783828
2024-06-28,SECPOOL,586724.1057113237,0.0,586724.1057113237
2024-06-28,SpiderPool,1198751.1719673865,0.0,1198751.1719673865
2024-06-28,ViaBTC,4378028.437990863,3328699.4602565593,1049328.9777343036
2024-06-28,WhitePool,592531.017300193,0.0,592531.017300193
2024-06-29,AntPool,6900609.337171806,4502953.073614759,2397656.2635570467
2024-06-29,BTC.com,392712.2483302618,257311.6042065577,135400.64412370409
2024-06-29,Binance Pool,194770.21367439645,128655.8021032788,66114.41157111766
2024-06-29,Braiins Pool,604183.323856714,385967.4063098365,218215.91754687746
2024-06-29,Carbon Negative,196220.9614208771,128655.8021032788,67565.15931759831
2024-06-29,F2Pool,3366900.110592086,2187148.63575574,1179751.4748363458
2024-06-29,Foundry USA,10440628.01111122,6818757.511473779,3621870.4996374417
2024-06-29,Luxor,594431.0800169556,0.0,594431.0800169556
2024-06-29,MARA Pool,995527.2018435905,643279.0105163942,352248.1913271963
2024-06-29,OCEAN,197460.54564857308,0.0,197460.54564857308
2024-06-29,SBI Crypto,1002267.5267692723,643279.0105163942,358988.5162528781
2024-06-29,SECPOOL,396701.97370862664,0.0,396701.97370862664
2024-06-29,SpiderPool,1182469.6118021347,0.0,1182469.6118021347
2024-06-29,ViaBTC,4549662.245653669,2959083.448375413,1590578.7972782562
2024-06-30,AntPool,5894569.750580402,4620888.480438405,1273681.2701419974
2024-06-30,BTC.com,606644.9306828284,478022.9462522488,128621.98443057964
2024-06-30,Binance Pool,407277.05826588743,318681.9641681659,88595.0940977215
2024-06-30,Braiins Pool,406000.953026957,318681.9641681659,87318.98885879107
2024-06-30,F2Pool,3258331.7743996363,2549455.713345327,708876.0610543094
2024-06-30,Foundry USA,7958049.295025104,6214298.301279235,1743750.993745869
2024-06-30,Luxor,203183.87946653436,0.0,203183.87946653436
2024-06-30,MARA Pool,813840.5940964526,637363.9283363317,176476.66576012084
2024-06-30,SBI Crypto,809884.247894509,637363.9283363317,172520.31955817726
2024-06-30,SpiderPool,201189.68684038683,0.0,201189.68684038683
2024-06-30,ViaBTC,3872711.7327163164,3027478.6595975757,845233.0731187407
2024-06-30,WhitePool,202333.61039569863,0.0,202333.61039569863
2024-07-01,AntPool,8272737.865829943,5980188.317446597,2292549.548383346
2024-07-01,Binance Pool,645695.5196552548,448514.1238084948,197181.39584675996
2024-07-01,Braiins Pool,620649.9813813072,448514.1238084948,172135.8575728124
2024-07-01,Carbon Negative,409174.0290698555,299009.4158723298,110164.61319752573
2024-07-01,F2Pool,3069678.4095464274,2242570.6190424734,827107.790503954
2024-07-01,Foundry USA,7813934.854872313,5681178.901574267,2132755.9532980463
2024-07-01,Luxor,414340.5930956269,0.0,414340.5930956269
2024-07-01,MARA Pool,1423857.2656409012,1046532.9555531543,377324.3100877468
2024-07-01,SBI Crypto,1025755.2700649977,747523.5396808246,278231.7303841731
2024-07-01,SECPOOL,429085.7050741064,0.0,429085.7050741064
2024-07-01,SpiderPool,1855559.824021807,0.0,1855559.824021807
2024-07-01,ULTIMUSPOOL,204384.27305019667,0.0,204384.27305019667
2024-07-01,ViaBTC,2272484.849174845,1644551.7872978142,627933.0618770309
2024-07-01,WhitePool,607799.8812747753,0.0,607799.8812747753
2024-07-02,AntPool,7470093.007875627,5051104.238790876,2418988.7690847507
2024-07-02,BTC.com,199617.7148932805,136516.3307781318,63101.384115148685
2024-07-02,Binance Pool,603968.9724876825,409548.9923343954,194419.98015328706
2024-07-02,Braiins Pool,399460.0529405351,273032.6615562636,126427.3913842715
2024-07-02,Carbon Negative,600954.8666846184,409548.9923343954,191405.874350223
2024-07-02,F2Pool,2239908.989843241,1501679.6385594497,738229.3512837912
2024-07-02,Foundry USA,10082514.348177386,6825816.538906589,3256697.8092707973
2024-07-02,Luxor,596314.2624629876,0.0,596314.2624629876
2024-07-02,MARA Pool,2044658.022963182,1365163.3077813175,679494.7151818646
2024-07-02,OCEAN,202181.553663488,0.0,202181.553663488
2024-07-02,SBI Crypto,402097.0707716453,273032.6615562636,129064.40921538166
2024-07-02,SECPOOL,198597.32609130736,0.0,198597.32609130736
2024-07-02,SpiderPool,402017.39636194543,0.0,402017.39636194543
2024-07-02,ViaBTC,4052187.6001481023,2730326.6155626355,1321860.9845854668
