Average electricity cost assumption: 0.05 USD/kWh,,,
Date,Lower bound cost of minting USD,Estimated cost of minting USD,Upper bound cost of minting USD
2010-09-18,0.012173834582085456,0.012173834148500179,0.012173834582085456
2010-09-19,0.012625997537381755,0.012625997087692168,0.012625997537381755
2010-09-20,0.01312597597153375,0.013125975504036849,0.01312597597153375
2010-09-21,0.013625956003151307,0.013625955517847036,0.013625956003151307
2010-09-22,0.014125934437303301,0.014125933934191717,0.014125934437303301
2010-09-23,0.014625912871455296,0.014625912350536398,0.014625912871455296
2010-09-24,0.015125891305607288,0.015125890766881079,0.015125891305607288
2010-09-25,0.015625896150813116,0.015625895594278648,0.015625896150813116
2010-09-26,0.015673741022565416,0.015673740464326902,0.015673741022565416
2010-09-27,0.015673737138835526,0.015673736580597147,0.015673737138835526
2010-09-28,0.015844076389841262,0.015844075825536055,0.015844076389841262
2010-09-29,0.01682194882117919,0.016821948222045916,0.01682194882117919
2010-09-30,0.017799821252517115,0.01779982061855578,0.017799821252517115
2010-10-01,0.01877746012271042,0.018777459453929335,0.01877746012271042
2010-10-02,0.019755327816901907,0.019755327113292927,0.019755327816901907
2010-10-03,0.020733196239884243,0.020733195501447345,0.020733196239884243
2010-10-04,0.021711072554952065,0.021711071781686964,0.021711072554952065
2010-10-05,0.022518605735284254,0.02251860493325792,0.022518605735284254
2010-10-06,0.022518605735284254,0.022518604933257916,0.022518605735284254
2010-10-07,0.02251860573528425,0.022518604933257916,0.02251860573528425
2010-10-08,0.022518839296428877,0.022518838494394226,0.022518839296428877
2010-10-09,0.02251884403357532,0.022518843231540495,0.02251884403357532
2010-10-10,0.022518848041930908,0.022518847239895938,0.022518848041930908
2010-10-11,0.022518848041930904,0.022518847239895938,0.022518848041930904
2010-10-12,0.02263189185129482,0.022631891045233665,0.02263189185129482
2010-10-13,0.022776566199766535,0.022776565388552637,0.022776566199766535
2010-10-14,0.02292137425090165,0.022921373434530243,0.02292137425090165
2010-10-15,0.023066182302036765,0.02306618148050785,0.023066182302036765
2010-10-16,0.023210990353171874,0.023210989526485457,0.023210990353171874
2010-10-17,0.02335579840430699,0.023355797572463068,0.02335579840430699
2010-10-18,0.023500601282224608,0.023500600445223358,0.023500601282224608
2010-10-19,0.0235323655239958,0.023532364685863234,0.0235323655239958
2010-10-20,0.023532499226659204,0.023532498388521873,0.023532499226659204
2010-10-21,0.02500889088290997,0.025008889992189233,0.02500889088290997
2010-10-22,0.02688977819887618,0.026889777241165456,0.02688977819887618
2010-10-23,0.028770635513361283,0.028770634488661635,0.028770635513361283
2010-10-24,0.03065152282932749,0.030651521737637855,0.03065152282932749
2010-10-25,0.032532415318511206,0.032532414159831394,0.032532415318511206
2010-10-26,0.034413302634477415,0.03441330140880762,0.034413302634477415
2010-10-27,0.03629418995044363,0.03629418865778384,0.03629418995044363
2010-10-28,0.03669868561015908,0.0366986843030927,0.03669868561015908
2010-10-29,0.03669868561015908,0.0366986843030927,0.03669868561015908
2010-10-30,0.03683560973867498,0.03683560842673189,0.03683560973867498
2010-10-31,0.03913542254540807,0.039135421151554474,0.03913542254540807
2010-11-01,0.03516012659852279,0.03794944019905088,0.04143523535214116
2010-11-02,0.031184830651637508,0.03676345924654728,0.043735048158874246
2010-11-03,0.02720953470475223,0.03557747829404369,0.04603486096560733
2010-11-04,0.02323423875786695,0.0343914973415401,0.048334673772340415
2010-11-05,0.01925894281098167,0.0332055163890365,0.05063448657907351
2010-11-06,0.0151467527370616,0.03188264131437375,0.05279740525877181
2010-11-07,0.008871643983443232,0.028396847637047584,0.05279740525877181
2010-11-08,0.008871567515296535,0.028396602873583806,0.0527969501774207
2010-11-09,0.009122631492848835,0.029200222307705494,0.05429109563608048
2010-11-10,0.009714814992787786,0.031095715933500582,0.057815329959750875
2010-11-11,0.010306998492726736,0.03299120955929567,0.06133956428342128
2010-11-12,0.010899181992665688,0.03488670318509075,0.06486379860709167
