Average electricity cost assumption: 0.05 USD/kWh,,,,,,,
Timestamp,Date and Time,"power MAX, GW","power MIN, GW","power GUESS, GW","annualised consumption MAX, TWh","annualised consumption MIN, TWh","annualised consumption GUESS, TWh"
1418083200,2014-12-09T00:00:00,0.6723220114285713,0.2166408930583543,0.42612041013747753,5.893574752182857,1.8990740685495335,3.735371515265129
1418169600,2014-12-10T00:00:00,0.690732449,0.2225732492808484,0.43778902002420805,6.054960649186285,1.9510771031959173,3.8376585495322075
1418256000,2014-12-11T00:00:00,0.6920961805714285,0.2230126815611477,0.4386533585194262,6.066915118889143,1.954929166565021,3.8452353407812896
1418342400,2014-12-12T00:00:00,0.6818681622857142,0.21971692896348083,0.43217079916138673,5.977256310596571,1.926038599293873,3.7884092254487163
1418428800,2014-12-13T00:00:00,0.6880049760000001,0.221694381,0.4360603365146444,6.03105162,1.9433729474041719,3.8225049098873725
1418515200,2014-12-14T00:00:00,0.6982329977142857,0.22499013510835414,0.44254289804572633,6.120710457963428,1.9722635243598323,3.8793310442688367
1418601600,2014-12-15T00:00:00,0.6832318937142857,0.22015636124378016,0.43303513765660495,5.989210780299429,1.9298906626629768,3.7959860166977992
1418688000,2014-12-16T00:00:00,0.6839137611428571,0.2203760779363204,0.4334673079907353,5.995188030178285,1.9318166991897852,3.7997744218467853
1418774400,2014-12-17T00:00:00,0.6726643577142857,0.21675120657451413,0.4263373905980275,5.8965757597234285,1.900041076832191,3.737273565982309
1418860800,2014-12-18T00:00:00,0.6585000651428572,0.21218707667834444,0.4173600046769277,5.772411571042285,1.8600319141623671,3.6585778009979486
1418947200,2014-12-19T00:00:00,0.6544888285714286,0.21089454444181072,0.4148176667139869,5.737249071257144,1.848701576576913,3.636291666414809
1419033600,2014-12-20T00:00:00,0.64505076,0.20785333566193498,0.4088357806799164,5.654514962,1.8220423404125223,3.583854453440147
1419120000,2014-12-21T00:00:00,0.6376770411428572,0.2054773179037504,0.4041622878442917,5.589876942658286,1.8012141687442764,3.5428866152430616
1419206400,2014-12-22T00:00:00,0.6518232411428572,0.21003561786907543,0.41312820662044236,5.713882531858286,1.8411722262403154,3.6214818592347977
1419292800,2014-12-23T00:00:00,0.6551907428571428,0.21112072079052857,0.41526254282725644,5.743402051885714,1.8506842384497733,3.6401914504237305
1419379200,2014-12-24T00:00:00,0.6718251359999999,0.216480786,0.42580548848117156,5.8892191421760005,1.8976705695926952,3.7326109120259505
1419465600,2014-12-25T00:00:00,0.6913275737142858,0.22276501500686013,0.43816621238463843,6.060177511179428,1.952758121550136,3.840965018
1419552000,2014-12-26T00:00:00,0.7014150411428571,0.2260154782005004,0.4445596900409444,6.148604250658286,1.9812516819055865,3.8970102428989186
1419638400,2014-12-27T00:00:00,0.7135199965714286,0.2299160322652187,0.45223185975164376,6.254716289945143,2.015443938836907,3.964264482582909
1419724800,2014-12-28T00:00:00,0.738402408,0.237933839,0.4680024327552301,6.472835509,2.085728031137522,4.102509325532347
1419811200,2014-12-29T00:00:00,0.738402408,0.237933839,0.4680024327552301,6.472835508527999,2.0857280311375215,4.102509325532347
1419897600,2014-12-30T00:00:00,0.7426119222857144,0.23929026166779085,0.4706704399354453,6.509736110756571,2.0976184337798545,4.125897076474113
1419984000,2014-12-31T00:00:00,0.7450048628571428,0.24006133382312358,0.47218709534817693,6.5307126278057135,2.104377652293501,4.139192077822119
1420070400,2015-01-01T00:00:00,0.7530399565714285,0.2426504649961037,0.47368773789171154,6.601148259305143,2.127073976155845,4.152346710358743
1420156800,2015-01-02T00:00:00,0.7651100399999999,0.246539782,0.47774577323620243,6.7069546106399995,2.1611677319079794,4.187919448188551
1420243200,2015-01-03T00:00:00,0.7751021245714285,0.24975951050863673,0.4805520743008901,6.7945452239931425,2.189391869118709,4.212519483321602
1420329600,2015-01-04T00:00:00,0.7805884011428571,0.2515273417499104,0.48028487698289835,6.842637924418285,2.2048886777797145,4.210177231632087
1420416000,2015-01-05T00:00:00,0.7783545257142856,0.25080752481754715,0.47547293453576417,6.823055772411428,2.198578762550618,4.167995744140509
1420502400,2015-01-06T00:00:00,0.7827114274285714,0.2522114399985253,0.47479471357564595,6.861248372838857,2.2108854830270728,4.162050459204112
1420588800,2015-01-07T00:00:00,0.7743994491428571,0.24953308889847342,0.46647876317207954,6.788385571186287,2.1874070572840183,4.0891528379664495
1420675200,2015-01-08T00:00:00,0.7619314731428571,0.2455155594864424,0.45896836781968525,6.679091293570285,2.152189394458154,4.023316712307361
1420761600,2015-01-09T00:00:00,0.7446148457142857,0.23993565942796713,0.44853726672046224,6.527293737531428,2.103275991,3.9318776800715725
1420848000,2015-01-10T00:00:00,0.7342248685714284,0.2365877191719257,0.44227860564787147,6.436215197897142,2.073927946261101,3.8770142571092414
1420934400,2015-01-11T00:00:00,0.7224495565714285,0.2327933854087037,0.4351854536785549,6.332992812905142,2.0406668164926964,3.814835686946212
1421020800,2015-01-12T00:00:00,0.7142849622857143,0.23016252554178088,0.4302673073027828,6.261421979396571,2.017604698899251,3.771723215816194
1421107200,2015-01-13T00:00:00,0.7000217622857142,0.22556652491508086,0.4216755141368135,6.136390768196571,1.9773161574055986,3.696407556923307
1421193600,2015-01-14T00:00:00,0.7117162937142857,0.22933482892643015,0.4287200059203693,6.238905030699428,2.0103491103690865,3.758159571897957
1421280000,2015-01-15T00:00:00,0.7230587622857143,0.23298968847145587,0.43555242388809196,6.338333110196571,2.042387609140782,3.818052547803014
1421366400,2015-01-16T00:00:00,0.730256705,0.23530906630268444,0.4398882837406522,6.4014302772822855,2.0627192752093313,3.8560606952705574
1421452800,2015-01-17T00:00:00,0.731856559,0.2358245837653496,0.44085199540486153,6.415454594941714,2.0672383012870545,3.8645085917190163
1421539200,2015-01-18T00:00:00,0.7391565771428571,0.23817685314501644,0.44524934292986657,6.4794465552342855,2.087858294669214,3.9030557401232104
1421625600,2015-01-19T00:00:00,0.7471836308571429,0.2407633936058816,0.4500846383225743,6.5498117080937135,2.110531908349158,3.945441939535686
1421712000,2015-01-20T00:00:00,0.7404387394285715,0.2385900015737473,0.4460216852628678,6.490685989830857,2.091479953795469,3.909826093014299
1421798400,2015-01-21T00:00:00,0.7434364662857142,0.23955595272875488,0.44782744057195994,6.516964063460572,2.0999474816202652,3.925655344053801
1421884800,2015-01-22T00:00:00,0.7314455657142857,0.23569215031828716,0.440604423,6.411851829051429,2.066077389690105,3.862338376104376
1421971200,2015-01-23T00:00:00,0.7202040891428572,0.23206983321081345,0.4338328405407452,6.313309045426285,2.0343241579259908,3.8029786801801726
1422057600,2015-01-24T00:00:00,0.7112109154285714,0.2291719819553533,0.4284155787440394,6.234474884646858,2.008921593820627,3.755490963270249
1422144000,2015-01-25T00:00:00,0.690226824,0.222410323,0.4157752895151093,6.050528339,1.9496488893625394,3.6446861878894485
1422230400,2015-01-26T00:00:00,0.6774864925714285,0.2183050328424947,0.40810083409835957,5.938846593881143,1.9136619178973089,3.5774119117062204
1422316800,2015-01-27T00:00:00,0.6979130742857141,0.22488704686180286,0.42040529348874284,6.117906009188571,1.9713598527905636,3.685272803
1422403200,2015-01-28T00:00:00,0.7016110697142857,0.22607864407051115,0.42263287298359575,6.150322637115429,1.9818053939221005,3.7047997645742003
1422489600,2015-01-29T00:00:00,0.715801104,0.23065106866457397,0.4311805929623431,6.274712477664001,2.0218872679136557,3.779729078
1422576000,2015-01-30T00:00:00,0.7199455817142857,0.23198653491143315,0.43367712216351206,6.311042969307429,2.033593965033623,3.801613652885347
1422662400,2015-01-31T00:00:00,0.7422873702857142,0.23918568196650383,0.4471352540247726,6.506891087924571,2.0967016881183724,3.9195876367811566
1422748800,2015-02-01T00:00:00,0.7576408148571429,0.23243841117283753,0.44345727886735936,6.641479383037714,2.037555112341094,3.8873465065512716
1422835200,2015-02-02T00:00:00,0.7743091337142857,0.22581303368097413,0.44023776342674253,6.787593866,1.9794770532474195,3.8591242341988243
1422921600,2015-02-03T00:00:00,0.7547858365714285,0.20994007359530972,0.4178860261953153,6.616452643385143,1.840334685136485,3.6631889056281333
1423008000,2015-02-04T00:00:00,0.7512686674285715,0.19681036919936828,0.40250728015776677,6.585621138678858,1.7252396964016625,3.528378817862983
1423094400,2015-02-05T00:00:00,0.7477514982857143,0.18368066480342687,0.3871285341202183,6.554789633972571,1.610144708,3.393568730097833
1423180800,2015-02-06T00:00:00,0.7751854731428571,0.17916620138348943,0.38889283650656015,6.795275857570286,1.5705709213276684,3.409034604816506
1423267200,2015-02-07T00:00:00,0.7702614377142858,0.16558316545389315,0.3726666295809197,6.752111763003429,1.4515020283688276,3.2667956749063416
1423353600,2015-02-08T00:00:00,0.7540824274285715,0.1621051622645223,0.3648389272737341,6.610286558838857,1.4210138524108025,3.1981780364815537
1423440000,2015-02-09T00:00:00,0.759015007,0.16316551927533057,0.3672253997891448,6.6535255501097135,1.4303089419675479,3.2190978545516438
1423526400,2015-02-10T00:00:00,0.778784208,0.167415306,0.37679010236763305,6.826822367,1.467562573206364,3.3029420373546707
1423612800,2015-02-11T00:00:00,0.7866509588571429,0.1691064221797666,0.3805961809068675,6.895782305341713,1.4823868968278338,3.336306122
1423699200,2015-02-12T00:00:00,0.76496832,0.16444530349776001,0.3701057220215182,6.7057122931199995,1.4415275304613642,3.2443467592406283
1423785600,2015-02-13T00:00:00,0.7510811142857143,0.16145996972809287,0.3633868368554671,6.583977048,1.4153580946364621,3.1854490118750247
1423872000,2015-02-14T00:00:00,0.7604632182857143,0.16347684140681487,0.3679260710749979,6.6662205714925715,1.4330379917721392,3.225239939043431
1423958400,2015-02-15T00:00:00,0.773684544,0.16631903089739203,0.37432279126802154,6.7821187127039995,1.4579526248465382,3.2813135882554763
1424044800,2015-02-16T00:00:00,0.7758610422857143,0.1667869129152469,0.375375821,6.801197896676571,1.4620540786150542,3.290544447854669
1424131200,2015-02-17T00:00:00,0.779649432,0.16760130336782603,0.3772087136288554,6.834406921,1.469193025322363,3.306611583670546
1424217600,2015-02-18T00:00:00,0.7864685280000001,0.16906720500320402,0.3805079175078004,6.894183116,1.4820431190580865,3.3355324048733785
1424304000,2015-02-19T00:00:00,0.8220793302857142,0.17672246213813086,0.3977370776535693,7.206347409284571,1.5491491031028555,3.486563222711189
1424390400,2015-02-20T00:00:00,0.8311714525714285,0.17867699642356774,0.40213601339415295,7.286048953241142,1.5662825506489948,3.525124293413145
1424476800,2015-02-21T00:00:00,0.8175332708571429,0.1757451953639326,0.3955376106126804,7.166496652333713,1.5405823825602332,3.4672826946307564
1424563200,2015-02-22T00:00:00,0.8260956479999999,0.17758585,0.39968024592426776,7.24155445,1.5567175636584802,3.503597035772131
1424649600,2015-02-23T00:00:00,0.8201249828571429,0.17630233590854857,0.39679152847562127,7.1892155997257134,1.5454662765743368,3.4782745386172955
1424736000,2015-02-24T00:00:00,0.8098720662857143,0.17409826557877886,0.39183097914137566,7.099338533,1.5261453960635758,3.4347903631532986
1424822400,2015-02-25T00:00:00,0.8098509634285713,0.1740937290958203,0.39182076919153147,7.099153545414857,1.5261056292539608,3.4347008627329645
1424908800,2015-02-26T00:00:00,0.8034265405714285,0.17271267037885174,0.38871251542735674,7.042837054649143,1.5139992685410142,3.4074539102362094
1424995200,2015-02-27T00:00:00,0.8046548537142856,0.17297672095753117,0.38930679588410255,7.053604447659429,1.516313935913718,3.412663372720043
1425081600,2015-02-28T00:00:00,0.810049344,0.17413637498379203,0.3919167493552899,7.1008925495040005,1.5264794631079208,3.4355422248484713
1425168000,2015-03-01T00:00:00,0.8068054697142857,0.17343903905826918,0.3903473034014218,7.072456747515429,1.5203666163847875,3.4217844616168627
1425254400,2015-03-02T00:00:00,0.8195361222857143,0.17617574850243686,0.3965066269166147,7.1840536479565715,1.5443566113723617,3.4757770915510444
1425340800,2015-03-03T00:00:00,0.8426104388571429,0.18113603625865662,0.407670405,7.386323107021714,1.5878384938433836,3.5736387705682966
1425427200,2015-03-04T00:00:00,0.8274927702857143,0.1778861897860509,0.4003561993445436,7.253801624324571,1.559350339664522,3.509522443454269
1425513600,2015-03-05T00:00:00,0.8131707805714286,0.17480739046367175,0.393426958,7.128255062489143,1.5323615848045464,3.4487807111490407
1425600000,2015-03-06T00:00:00,0.8099881268571428,0.1741232151294906,0.39188713137730985,7.100355920029714,1.5263641038251146,3.4352825936534974
1425686400,2015-03-07T00:00:00,0.8083967897142857,0.17378112525127914,0.39111721324235127,7.086406258635428,1.523365343952713,3.4285334912824506
1425772800,2015-03-08T00:00:00,0.8215834388571429,0.17661586031640658,0.39749715627327514,7.202000425021714,1.548214632,3.484460072
1425859200,2015-03-09T00:00:00,0.8122680754285714,0.17461333586388633,0.39299021236790627,7.120341949206856,1.5306605021828275,3.4449522016170664
1425945600,2015-03-10T00:00:00,0.8094193714285713,0.1740009497276143,0.39161195705565277,7.095370209942857,1.525292325312267,3.432870415549853
1426032000,2015-03-11T00:00:00,0.8225093245714286,0.17681489804556372,0.3979451167859342,7.2101167391931416,1.5499593962674116,3.4883868937454987
1426118400,2015-03-12T00:00:00,0.8233729508571429,0.17700055186017258,0.3983629550436428,7.217687287213714,1.551586837606273,3.492049663912572
1426204800,2015-03-13T00:00:00,0.8236309097142857,0.17705600529718915,0.39848776027619764,7.219948554555428,1.5520729424351603,3.493143706581148
1426291200,2015-03-14T00:00:00,0.8181292114285714,0.1758733047582343,0.3958259376057126,7.171720667382857,1.5417053895106818,3.469810169051677
1426377600,2015-03-15T00:00:00,0.8091408582857144,0.17394107773408488,0.39147720728218555,7.092928763732571,1.5247674874169879,3.4316891990356386
1426464000,2015-03-16T00:00:00,0.8050991931428572,0.17307224064151944,0.3895217754600333,7.057499527090286,1.5171512614635592,3.414547883682652
1426550400,2015-03-17T00:00:00,0.7856992114285715,0.1689018249557343,0.3801357080218811,6.887439287382857,1.4805933975619667,3.332269617
1426636800,2015-03-18T00:00:00,0.7848908811428572,0.16872805812685346,0.37974462298449535,6.8803534640982855,1.4790701575399974,3.3288413650820865
1426723200,2015-03-19T00:00:00,0.7897408834285714,0.16977066352238032,0.38209114316164505,6.922868584134856,1.4882096364371855,3.3494109609549803
1426809600,2015-03-20T00:00:00,0.7816575531428571,0.16803298933724944,0.3781802795173405,6.852010110850285,1.4729771845303286,3.3151283302490073
1426896000,2015-03-21T00:00:00,0.7978242068571427,0.1715083362334306,0.3860020034883379,6.993726997309714,1.5034420754222526,3.383693563
1426982400,2015-03-22T00:00:00,0.7969311565714285,0.17131635713908971,0.3855699293590513,6.9858985185051425,1.5017591866812605,3.379906000761444
1427068800,2015-03-23T00:00:00,0.8000265154285714,0.17198176669055631,0.3870675208210593,7.013032434246855,1.5075921668094165,3.3930338875174053
1427155200,2015-03-24T00:00:00,0.8343080091428571,0.17935126225110748,0.4036535370669371,7.313544008146285,1.5721931648932077,3.538426906
1427241600,2015-03-25T00:00:00,0.8396226377142856,0.18049374839799315,0.40622485197407565,7.3601320422034275,1.582208198456808,3.560967052404748
1427328000,2015-03-26T00:00:00,0.8467233462857143,0.18202018831131886,0.4096603051869524,7.4223768535405705,1.5955889707370212,3.5910822352688254
1427414400,2015-03-27T00:00:00,0.8729457154285714,0.1876572131911563,0.42234716895764024,7.652242141446857,1.645003130833676,3.702295283082674
1427500800,2015-03-28T00:00:00,0.8687297725714286,0.18675091160382773,0.4203074183766694,7.615285186361143,1.637058491119154,3.6844148294898837
1427587200,2015-03-29T00:00:00,0.8758546868571427,0.18828255502157057,0.4237545827586606,7.677742184989715,1.6504848773190877,3.714632672462419
1427673600,2015-03-30T00:00:00,0.8734659874285714,0.1877690561063523,0.42259888610614593,7.6568028457988575,1.6459835458282843,3.704501835606475
1427760000,2015-03-31T00:00:00,0.855152664,0.183832239,0.41373856390333236,7.496268253,1.6114734109556024,3.6268322511766113
1427846400,2015-04-01T00:00:00,0.8312657245714286,0.17869726208326372,0.40218162391907825,7.286875341593143,1.5664601994218899,3.5255241152746395
1427932800,2015-04-02T00:00:00,0.8455978937142855,0.18177824967825115,0.409115791,7.412511136299429,1.5934681366795496,3.5863090200815693
1428019200,2015-04-03T00:00:00,0.8256921119999999,0.177499102,0.3994850077964435,7.238017054,1.5559571292217542,3.5018855783436242
1428105600,2015-04-04T00:00:00,0.8296732594285714,0.1783549297187983,0.40141116003700367,7.272915792150857,1.563459313914986,3.5187702288843745
1428192000,2015-04-05T00:00:00,0.8316452708571429,0.17877885317993258,0.40236525538255485,7.290202444333715,1.5671754269752893,3.5271338286834757
1428278400,2015-04-06T00:00:00,0.8247657051428571,0.17729995236503543,0.3990367951452993,7.229896171282285,1.5542113824319006,3.4979565462436932
1428364800,2015-04-07T00:00:00,0.8334275451428571,0.17916198883165543,0.40322755241382885,7.305825860722286,1.5705339940982916,3.534692724459624
1428451200,2015-04-08T00:00:00,0.8336675588571428,0.1792135845998166,0.4033436754567031,7.307929820941714,1.5709862826019922,3.5357106590534597
1428537600,2015-04-09T00:00:00,0.8135776182857144,0.17489484840101488,0.39362379325222446,7.131821401892572,1.5331282410832965,3.4505061716489993
1428624000,2015-04-10T00:00:00,0.8254243817142857,0.17744154812248517,0.39935547496729146,7.235670130107429,1.5554526108417048,3.5007500935632767
1428710400,2015-04-11T00:00:00,0.8215846422857142,0.17661611901754687,0.39749773851411924,7.202010974276571,1.548216899307816,3.484465175814769
1428796800,2015-04-12T00:00:00,0.8056600114285714,0.17319279979513433,0.3897931096462087,7.0624156601828565,1.5182080830041471,3.416926399158666
1428883200,2015-04-13T00:00:00,0.830942232,0.17862772085822604,0.4020251122720114,7.284039605711999,1.5658506010432092,3.5241521341764517
1428969600,2015-04-14T00:00:00,0.8284140137142856,0.17808422956266118,0.4008019138341175,7.261877244219428,1.5610863563462876,3.5134295766698744
1429056000,2015-04-15T00:00:00,0.825885785,0.17754073605597545,0.3995787104198062,7.239714792562286,1.5563220922666807,3.502706975540021
1429142400,2015-04-16T00:00:00,0.8300994925714286,0.17844655709303775,0.4016173794593801,7.276652151881143,1.5642625194775686,3.5205779483409256
1429228800,2015-04-17T00:00:00,0.8081882331428571,0.17373629182773945,0.39101630974290835,7.0845780517302845,1.5229723341619639,3.4276489712063345
1429315200,2015-04-18T00:00:00,0.81324468,0.17482327662999003,0.39346271159511353,7.128902865,1.5325008429384925,3.449094129842766
1429401600,2015-04-19T00:00:00,0.751557598,0.17756675431510144,0.3787509635432316,6.588153906093798,1.5565501683261793,3.3201309464199684
1429488000,2015-04-20T00:00:00,0.6679317371626458,0.17616859331534318,0.35396811416008583,5.855089607967753,1.544293889002298,3.1028844887273124
1429574400,2015-04-21T00:00:00,0.5898943958381314,0.17586414187340232,0.3317872955246342,5.171014274,1.5416250676622447,2.9084474325689427
1429660800,2015-04-22T00:00:00,0.5343003923735142,0.18027668118936688,0.32036317775356926,4.683677239546226,1.5803053873059902,2.808303616187789
1429747200,2015-04-23T00:00:00,0.45838801129225715,0.17795296268777544,0.29686910118603876,4.0182293069879265,1.5599356709210395,2.6023545409968163
1429833600,2015-04-24T00:00:00,0.3907245671300914,0.17675658931448032,0.27675522579091927,3.425091555462381,1.5494482619307346,2.426036309283198
1429920000,2015-04-25T00:00:00,0.3183220590990171,0.17874001115687546,0.25831862295619845,2.7904111700619842,1.5668349378011701,2.2644210488340355
1430006400,2015-04-26T00:00:00,0.3168734138724343,0.1779265869641109,0.2571430461169994,2.7777123460057593,1.559704461327396,2.2541159422616173
1430092800,2015-04-27T00:00:00,0.3115921913579829,0.1749611444376746,0.25285732953386436,2.7314171494440775,1.5337093921406557,2.216547350693855
1430179200,2015-04-28T00:00:00,0.31159219135798283,0.17496114443767458,0.25285732953386436,2.731417149444078,1.5337093921406555,2.216547350693855
1430265600,2015-04-29T00:00:00,0.3038256874286228,0.1706001994157906,0.24655480495892707,2.6633359759993076,1.4954813480788203,2.161299420269955
1430352000,2015-04-30T00:00:00,0.37217437936702286,0.17129795103203457,0.26638942981038727,3.2624806095313224,1.5015978387468152,2.3351697417178547
1430438400,2015-05-01T00:00:00,0.4537473526720457,0.17548445704429713,0.2932329908562753,3.977549293523153,1.5382967504503087,2.5704803978461093
1430524800,2015-05-02T00:00:00,0.5223931304174058,0.17269345057932117,0.30985201858561867,4.579298181238978,1.5138307877783295,2.7161627949215337
1430611200,2015-05-03T00:00:00,0.5920956825557485,0.17217506803516974,0.32891649408195117,5.190310753283692,1.5092866463962977,2.883281987122384
1430697600,2015-05-04T00:00:00,0.6534726781386515,0.17062052624983032,0.34466549787792417,5.728341496563418,1.4956595331060125,3.0213377543978837
1430784000,2015-05-05T00:00:00,0.730991397,0.17081348929295262,0.36659539725047136,6.407870582648397,1.4973510471420224,3.2135752522976317
1430870400,2015-05-06T00:00:00,0.8222713577142857,0.17676374229045314,0.39782998405013664,7.208030721723428,1.5495109649181127,3.487377640183498
1430956800,2015-05-07T00:00:00,0.8280304251428572,0.17800176949549545,0.4006163266385748,7.258514706802285,1.5603635113975132,3.511802719313747
1431043200,2015-05-08T00:00:00,0.8297372777142857,0.17836869173501316,0.40144213325934164,7.273476976443427,1.5635799517491258,3.519041740151389
1431129600,2015-05-09T00:00:00,0.8152033405714286,0.1752443300562517,0.39441034755078774,7.146072483449141,1.5361917972731027,3.4574011066302046
1431216000,2015-05-10T00:00:00,0.8055151748571429,0.1731616642653046,0.38972303505299716,7.061146022797714,1.517935149,3.416312125274573
1431302400,2015-05-11T00:00:00,0.829875504,0.178398406,0.40150900967492525,7.274688668,1.5638404291977737,3.5196279788103952
1431388800,2015-05-12T00:00:00,0.8266274674285714,0.17770017555874232,0.3999375499307873,7.246216379478857,1.557719738947935,3.5058525626932817
1431475200,2015-05-13T00:00:00,0.8274394765714286,0.1778747332318497,0.4003304148668218,7.253334451625142,1.5592499115103948,3.509296417
1431561600,2015-05-14T00:00:00,0.8379956228571429,0.18014398887856856,0.40543767230571687,7.345869629965714,1.5791422065095322,3.5540666354319135
1431648000,2015-05-15T00:00:00,0.8355595748571428,0.17962031143700458,0.4042590675447784,7.3245152331977135,1.574551650056782,3.5437349860975274
1431734400,2015-05-16T00:00:00,0.8379956057142858,0.1801439851933672,0.40543766401168774,7.345869479691428,1.5791421742050566,3.5540665627264545
1431820800,2015-05-17T00:00:00,0.8739055302857143,0.18786354467098088,0.42281154501272944,7.660655878484571,1.6468118325858185,3.706366003581587
1431907200,2015-05-18T00:00:00,0.8653943622857143,0.1860338981767569,0.41869368562492315,7.5860469797965715,1.6307731514174508,3.6702688481880763
1431993600,2015-05-19T00:00:00,0.8517333565714286,0.18309719063993973,0.41208424,7.466294603705143,1.6050299731497115,3.6123304493572452
1432080000,2015-05-20T00:00:00,0.8408059988571429,0.18074813564148662,0.40679738382766845,7.370505385981715,1.5844381570332715,3.5659858666333415
1432166400,2015-05-21T00:00:00,0.8446932377142857,0.18158377570254317,0.4086781013767206,7.404580921803428,1.5917633778084936,3.5824722366683335
1432252800,2015-05-22T00:00:00,0.8401230891428572,0.18060133048329746,0.4064669795661152,7.364518999426286,1.5831512630165854,3.5630895428765657
1432339200,2015-05-23T00:00:00,0.8261049565714285,0.17758785135623972,0.39968474958207884,7.241636049305143,1.5567351049887976,3.5036365148365034
1432425600,2015-05-24T00:00:00,0.8068958811428572,0.17345847481060345,0.39039104611098974,7.073249294098285,1.5205369901897499,3.4221679102089353
1432512000,2015-05-25T00:00:00,0.8044003268571428,0.1729220052978406,0.3891836511161771,7.051373265229714,1.5158342984408706,3.4115838856844083
1432598400,2015-05-26T00:00:00,0.8160462445714286,0.17542552919937374,0.39481815998609854,7.153461379913142,1.537780189,3.46097599
1432684800,2015-05-27T00:00:00,0.8102232822857143,0.17417376651156685,0.392000904,7.102417292516571,1.5268072372403954,3.4362799235201824
1432771200,2015-05-28T00:00:00,0.7910907017142856,0.17006083407174513,0.3827442100379729,6.934701091227429,1.4907532714729181,3.3551357451928703
1432857600,2015-05-29T00:00:00,0.8044003268571428,0.17292200529784058,0.3891836511161771,7.051373265229714,1.5158342984408706,3.4115838856844087
1432944000,2015-05-30T00:00:00,0.8243647714285715,0.1772137636110643,0.3988428160510951,7.226381586342858,1.5534558518145898,3.496256126
1433030400,2015-05-31T00:00:00,0.8252397017142857,0.17740184744749515,0.399266123,7.234051225,1.5551045947247424,3.4999668376508004
1433116800,2015-06-01T00:00:00,0.8150130891428572,0.17520343169079747,0.39431830041563704,7.144404739426286,1.5358332822015304,3.456594221443474
1433203200,2015-06-02T00:00:00,0.816890616,0.17560704379573802,0.39522668239030195,7.16086314,1.5393713459134395,3.464557097833386
1433289600,2015-06-03T00:00:00,0.8172705017142857,0.17568870785939517,0.39541047807555507,7.164193218027428,1.540087213095458,3.4661682508103158
1433376000,2015-06-04T00:00:00,0.8218303988571429,0.1766689493281866,0.3976166400567479,7.2041652763817146,1.5486800098108835,3.4855074667374524
1433462400,2015-06-05T00:00:00,0.8056562708571429,0.17319199568418261,0.3897912998890552,7.062382870333715,1.5182010341675447,3.4169105348274575
1433548800,2015-06-06T00:00:00,0.8368992342857143,0.17990829813600287,0.404907219,7.336258687748571,1.5770761414602013,3.549416685080267
1433635200,2015-06-07T00:00:00,0.8354270365714286,0.17959181967067975,0.40419494308805615,7.323353402585143,1.5743018912331783,3.5431728711098995
1433721600,2015-06-08T00:00:00,0.8557043897142858,0.18395084396557917,0.4140054989364636,7.501104680235429,1.6125130982022668,3.629172204
1433808000,2015-06-09T00:00:00,0.85651548,0.184125204,0.4143979193125374,7.508214697680001,1.614041539244828,3.632612160693703
1433894400,2015-06-10T00:00:00,0.8784150137142858,0.18883294869941117,0.42499331591309236,7.700186010219428,1.6553096282990383,3.7254914072941685
1433980800,2015-06-11T00:00:00,0.8735484445714287,0.18778678192522374,0.42263878038620317,7.657525665113143,1.6461389303565113,3.7048515488654568
1434067200,2015-06-12T00:00:00,0.876792833,0.18848422840678944,0.4242084751609449,7.685965975330285,1.6522527462139163,3.7186114932608434
1434153600,2015-06-13T00:00:00,0.8613820491428571,0.18517137088607746,0.4167524548394267,7.550875042786286,1.623212237187355,3.6532520191224145
1434240000,2015-06-14T00:00:00,0.8646207634285714,0.18586759756597032,0.4183194042905303,7.579265612214857,1.629315360263296,3.666987898010789
1434326400,2015-06-15T00:00:00,0.8592373611428571,0.18471032712799346,0.41571481539737637,7.5320747077782855,1.6191707276039906,3.644156071773402
1434412800,2015-06-16T00:00:00,0.836700264,0.17986552547710202,0.4048109539010909,7.334514514223999,1.5767011963322763,3.5485728218969625
1434499200,2015-06-17T00:00:00,0.8334407965714287,0.17916483749235976,0.40323396369833703,7.305942022745143,1.5705589654580254,3.534748925779623
1434585600,2015-06-18T00:00:00,0.8560646639999999,0.18402829215880204,0.4141798062524059,7.504262845,1.6131920090640584,3.6307001816085895
1434672000,2015-06-19T00:00:00,0.865388465,0.18603263046746546,0.4186908324789066,7.585995285442285,1.6307620386778023,3.6702438375100956
1434758400,2015-06-20T00:00:00,0.8499135428571429,0.18270598513412858,0.41120378087684656,7.450342116685714,1.601600665685771,3.604612343166437
1434844800,2015-06-21T00:00:00,0.8308415142857143,0.17860606956279287,0.4019763831921378,7.283156714228572,1.5656608057874422,3.523724975
1434931200,2015-06-22T00:00:00,0.8384639142857143,0.1802446575259929,0.4056642402991312,7.349974672628571,1.5800246678728536,3.556052730462184
1435017600,2015-06-23T00:00:00,0.8570964377142857,0.18425009264014316,0.4146789973241205,7.513307373003429,1.615136312083495,3.6350760905432407
1435104000,2015-06-24T00:00:00,0.8554025725714285,0.18388596230922774,0.41385947425981345,7.498458951161142,1.6119443456026903,3.6278921513615248
1435190400,2015-06-25T00:00:00,0.8520148354285714,0.1831577001733163,0.4122204248135876,7.468762047366857,1.6055603997192909,3.613524243915909
1435276800,2015-06-26T00:00:00,0.8579433771428571,0.18443215927968143,0.4150887621738857,7.520731644034285,1.6167323082456875,3.6386680892162815
